"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218"
"11","3","  Durable goods","DDURRA3",7.665,7.954,8.108,7.721,7.969,8.15,8.085,7.882,7.449,7.604,7.789,8.167,8.344,8.567,8.63,9.01,9.19,9.387,9.503,9.653,10.029,10.291,10.631,10.304,11.263,11.281,11.666,12.158,12.736,12.228,12.629,12.624,12.385,12.918,12.814,12.847,13.645,13.936,14.563,14.477,14.75,14.71,14.668,14.612,14.388,14.554,14.607,13.637,15.1,15.443,15.855,16.532,16.91,17.335,17.781,18.723,19.915,19.68,19.505,19.049,18.603,18.703,18.811,17.021,17.384,17.722,18.829,19.377,20.345,20.437,20.669,20.995,21.765,22.278,22.606,23.081,22.469,24.144,23.819,24.007,23.723,23.187,23.833,23.219,22.854,20.389,21.293,21.943,22.565,21.687,22.347,20.742,21.407,21.485,21.658,22.647,22.876,24.544,25.487,26.744,27.753,28.397,28.406,29.328,30.347,30.708,32.674,31.548,32.193,33.33,36.173,35.599,33.488,34.861,36.302,35.321,36.993,37.006,36.523,37.469,37.303,37.801,38.656,37.481,39.064,37.772,37.389,36.36,35.358,35.536,36.082,35.493,36.887,37.143,37.936,38.689,39.065,40.333,40.783,41.764,42.759,43.218,43.673,45.208,44.272,44.722,45.984,46.783,47.291,48.796,49.141,50.101,51.458,51.292,53.579,54.946,55.407,58.232,59.913,63.469,63.626,66.686,68.31,69.159,73.05,71.735,72.976,73.512,74.758,74.721,75.626,81.979,81.039,81.892,84.29,83.18,83.426,86.876,90.523,91.382,92.662,93.244,95.088,96.782,97.805,100.644,102.073,99.478,103.341,103.421,104.952,106.397,107.72,109.231,110.628,111.266,108.488,107.693,104.222,96.851,97.155,96.655,101.355,99.765,101.119,103.665,105.479,109.286,111.22,110.587,112.038,115.736,118.937,118.866,121.32
"12","4","    Motor vehicles and parts","DMOTRA3",13.944,14.805,15.391,13.554,14.969,15.536,15.825,14.944,13.014,13.372,13.774,14.983,15.686,16.297,16.068,17.425,17.948,18.428,18.455,18.823,19.282,19.491,20.413,18.56,22.417,21.971,22.708,22.966,24.39,21.985,22.642,22.521,21.397,23.306,22.628,21.991,24.833,25.247,26.779,26.445,27.124,26.602,26.912,26.444,24.686,25.453,25.203,20.524,26.904,27.778,28.976,30.808,31.009,31.876,32.461,35.029,37.786,36.646,35.383,33.096,30.76,30.584,31.476,26.465,27.568,27.608,31.118,32.354,35.468,35.51,35.738,36.018,39.231,39.307,39.497,39.813,38.195,43.297,41.815,41.657,40.868,37.416,39.192,37.645,37.676,30.196,33.446,33.9,37.221,33.601,36.162,31.288,34.849,34.418,34.824,37.855,36.946,42.13,43.638,46.515,48.572,49.347,48.591,50.464,53.551,54.277,60.542,54.063,54.873,57.832,65.801,60.17,52.736,56.967,61.586,57.752,62.387,61.036,58.627,60.264,60.218,60.383,63.132,58.094,63.207,60,59.033,55.734,51.712,51.383,53.868,52.641,55.549,56.197,56.971,58.104,57.353,60.013,59.807,62.276,64.169,63.09,62.663,64.492,61.623,61.573,63.097,64.171,64.834,65.845,65.692,66.241,69.2,66.84,71.214,73.119,70.996,76.471,77.514,84.707,80.747,86.499,86.757,84.193,91.346,84.785,86.288,86.537,88.951,87.452,88.496,101.892,94.633,95.159,101.149,95.16,95.173,99.195,102.147,100.119,100.077,99.587,100.811,101.723,99.863,103.479,104.436,92.221,95.798,95.805,97.544,97.324,97.856,99.252,98.446,97.826,93.57,88.375,83.502,74.421,76.635,76.854,85.184,77.488,76.525,79.425,81.085,85.807,86.976,82.452,82.833,88.208,90.938,88.628,90.192
"13","5","      New motor vehicles (55)","DNMVRA3",14.207,14.925,15.822,12.807,15.627,15.595,16.136,14.786,12.04,12.917,13.365,15.146,15.886,16.735,16.057,18.416,18.82,19.565,19.066,20.144,20.378,20.785,22.179,19.288,25.068,23.947,24.576,25.246,27.014,23.613,24.799,24.499,22.563,25.183,23.984,22.949,27.511,27.745,29.256,29.004,29.449,28.731,29.012,28.24,25.849,26.397,26.296,19.459,28.795,29.386,30.911,33.479,33.533,34.821,35.2,38.664,42.355,40.591,38.374,35.161,31.608,31.19,32.867,25.675,27.983,27.131,32.241,34.077,38.2,38.067,38.505,39.465,43.501,44.155,43.862,43.956,41.791,49.108,46.473,45.876,44.852,39.757,41.84,40.056,39.616,29.174,33.712,34.125,39.024,33.46,37.299,30.608,36.095,35.518,35.293,39.936,38.81,46.426,47.736,51.602,53.711,54.253,51.928,55.823,59.264,59.719,68.932,58.84,60.394,64.888,76.254,67.527,57.913,63.482,68.552,61.146,68.489,66.642,63.902,66.201,66.164,65.381,70.093,59.765,67.536,62.732,60.987,56.127,48.963,49.082,51.124,50.453,53.606,53.736,54.835,56.182,54.374,58.201,57.918,62.144,61.504,61.092,59.759,61.954,57.212,57.694,57.375,60.188,59.785,59.199,57.855,59.72,60.256,58.226,64.004,66.712,63.882,71.856,67.286,73.949,73.688,77.445,78.222,79.758,84.872,80.747,81.946,78.393,84.294,83.621,82.666,107.194,96.351,91.89,101.524,95.335,94.696,102.085,105.002,101.866,103.216,100.743,101.901,101.823,97.304,106.01,108.196,88.489,93.264,93.473,95.774,94.449,96.811,96.491,93.627,94.42,88.56,80.954,75.205,62.685,62.94,63.533,78.155,67.716,66.229,70.321,71.973,77.871,80.028,75.632,77.048,85.503,88.819,87.302,87.811
"14","6","        New autos","DNEARA3",33.571,35.241,37.458,30.283,36.995,36.881,38.232,35.042,28.449,30.619,31.73,36.032,37.52,39.584,37.773,43.357,44.4,46.139,44.798,47.334,47.922,48.913,52.118,45.32,59.158,56.329,57.682,58.992,63.219,54.984,57.762,56.973,52.291,58.624,55.592,53.203,63.671,64.03,67.504,66.402,67.324,65.681,66.378,64.428,59.188,60.651,60.196,44.193,66.117,66.651,69.338,74.401,73.86,76.307,77.643,84.583,91.407,87.915,82.142,73.698,66.463,64.945,68.395,52.907,59.384,56.25,66.605,69.608,77.6,76.353,75.708,78.838,85.103,86.689,85.828,83.352,78.855,92.892,87.614,86.973,86.774,78.225,82.524,78.942,82.644,59.796,70.394,72.363,83.935,69.461,77.791,63.127,72.451,72.094,71.713,81.734,77.938,91.466,91.758,98.799,103.005,103.337,98.073,105.113,107.307,108.661,125.352,102.933,110.779,117.288,137.918,122.858,102.169,108.984,120.95,103.907,119.288,114.331,107.862,112.141,109.311,107.766,115.98,94.667,110.162,103.178,101.425,92.767,78.827,78.596,80.171,79.66,85.189,82.371,82.496,84.745,80.672,85.934,85.812,91.418,88.918,87.855,86.39,87.894,79.664,81.126,81.059,84.972,82.076,80.78,77.786,79.765,80.651,74.78,82.379,84.488,81.383,88.752,83.249,89.336,88.745,95.078,95.893,99.894,104.96,101.192,98.399,94.186,97.759,93.696,89.984,113.384,98.421,95.371,101.092,93.436,95.409,93.263,95.094,92.443,96.302,93.912,92.866,97.783,96.688,101.88,104.703,96.729,102.012,101.406,103.391,99.905,100.044,99.491,93.148,99.688,98.896,100.548,83.713,68.123,63.544,64.979,92.174,71.884,65.448,67.187,70.215,74.897,79.92,76.511,73.059,83.388,93.003,88.939,90.402
"15","7","          New domestic autos","DNDCRA3",47.311,49.528,52.9,41.745,52.479,52.871,55.227,50.707,40.903,44.245,45.961,52.842,55.105,58.57,55.83,64.199,65.568,68.05,66.168,70.043,70.321,71.682,76.473,65.852,87.12,82.398,83.986,85.618,91.925,79.45,83.212,81.639,74.421,83.424,78.45,74.398,89.275,89.818,94.23,92.502,94.444,90.618,91.657,87.673,79.92,81.15,80.641,53.941,87.465,87.125,90.377,99.949,98.086,101.519,102.349,110.239,119.831,114.235,107.457,91.242,81.279,82.846,85.302,63.317,69.522,65.551,79.877,86.967,100.005,97.917,94.251,96.963,105.298,102.128,102.468,99.607,93.374,113.029,104.332,102.682,99,82.277,91.67,84.732,84.815,58.807,70.574,71.828,85.897,66.137,80.147,56.92,70.418,73.216,68.929,76.431,73.468,91.653,90.598,93.317,102.453,100.853,96.408,100.05,105.293,102.668,125.18,87.686,106.913,113.37,138.514,112.167,92.703,98.55,110.545,89.93,112.803,105.001,97.041,104.016,106.611,102.055,115.434,88.378,108.447,99.382,99.948,88.194,77.601,74.937,76.809,78.818,83.245,78.728,82.284,83.699,81.506,86.089,87.384,96.411,93.603,91.369,88.223,93.691,82.467,84.133,86.712,92.84,90.827,88.262,81.085,83.467,81.755,75.678,83.141,83.229,80.391,90.762,84.238,91.351,91.11,95.722,96.419,96.999,108.043,102.952,99.361,92.395,101.532,92.945,89.524,121.551,101.079,98.187,105.792,95.442,95.684,96.191,97.48,94.823,97.289,92.339,93.225,95.607,97.203,103.244,105.161,94.392,103.053,97.999,100.373,92.811,96.815,96.265,88.581,97.306,96.637,94.541,78.316,65.297,60.314,62.336,95.898,71.343,64.942,66.398,67.932,74.038,80.354,77.442,73.432,86.681,97.427,93.677,94.954
"16","8","          New foreign autos","DNFCRA3",8.246,8.907,8.996,9.158,8.455,7.408,6.906,6.168,5.494,5.503,5.497,5.044,5.104,4.584,4.487,4.935,5.378,5.749,5.403,5.472,6.631,6.941,7.224,7.474,7.614,8.273,9.197,9.915,10.307,9.89,10.853,11.512,11.503,12.915,13.463,14.14,16.48,16.502,18.247,18.301,17.342,19.725,19.79,21.585,20.973,22.859,22.502,26.227,26.764,28.91,30.553,27.303,29.2,29.828,32.098,37.29,39.011,39.401,35.477,41.369,39.161,31.945,37.232,33.722,40.707,39.117,42.15,37.613,36.297,36.6,41.527,45.429,47.871,58.236,55.154,53.387,52.093,55.77,56.799,58.02,64.242,70.768,65.665,68.272,78.654,61.63,70.07,73.359,80.325,75.603,73.45,74.585,76.209,70.029,76.856,91.525,86.193,91.127,93.904,108.925,104.031,107.928,101.153,114.464,111.032,119.726,125.672,131.082,117.922,124.529,136.824,142.597,119.642,128.245,140.157,129.705,131.261,131.555,127.838,127.14,114.299,118.31,116.994,106.282,113.331,110.19,104.156,101.211,81.092,85.352,86.379,81.217,88.782,89.099,82.892,86.679,79.136,85.65,82.911,82.207,80.274,81.372,83.007,77.196,74.493,75.578,70.628,70.45,65.927,66.972,71.699,72.935,78.615,73.124,80.972,86.811,83.215,85.042,81.424,85.618,84.379,93.89,94.922,105.239,99.27,97.943,96.622,97.491,90.794,95.08,90.833,98.313,93.515,90.174,92.415,89.732,94.902,87.86,90.69,88.052,94.48,96.815,92.202,101.799,95.738,99.363,103.857,101.042,100.089,107.694,108.962,112.998,106.004,105.445,101.576,104.085,103.066,111.634,93.676,73.338,69.506,69.858,85.304,72.884,66.382,68.644,74.429,76.483,79.118,74.791,72.371,77.31,84.837,80.191,82.001
"17","9","        New light trucks","DNWTRA3",0.833,0.896,0.877,0.738,0.868,0.893,0.873,0.792,0.707,0.688,0.677,0.714,0.946,0.954,1.065,1.197,1.157,1.215,1.304,1.375,1.364,1.367,1.513,1.319,1.526,1.592,1.727,1.964,2.032,1.976,2.063,2.104,2.069,2.119,2.193,2.091,2.587,2.74,2.899,3.253,3.373,3.293,3.285,3.331,2.893,2.803,2.953,2.442,3.088,3.752,4.509,5.391,5.882,6.394,6.095,7.205,8.803,8.207,8.466,8.898,7.844,8.205,8.676,7.157,6.548,7.315,8.867,9.945,11.459,12.129,13.377,12.808,15.423,15.431,15.538,17.506,16.929,19.722,18.877,18.284,16.609,13.772,14.346,13.779,10.309,8.364,8.723,8.028,8.325,8.953,9.719,8.489,11.453,10.688,10.565,11.533,12.286,15.971,18.075,19.82,20.505,21.216,20.903,22.696,27.136,26.971,31.183,29.483,26.653,29.853,35.02,30.5,28.428,33.305,33.625,32.848,34.708,35.022,34.858,35.824,37.794,37.526,39.907,37.014,39.571,36.158,34.375,32.038,29.398,29.766,32.175,31.383,32.968,35.116,36.895,37.647,37.349,40.256,39.86,43.209,43.81,43.831,42.573,45.246,42.78,42.612,42.125,44.233,45.468,45.346,45.08,46.879,47.19,47.646,52.259,55.36,52.705,61.083,57.104,64.14,64.085,66.195,66.945,66.919,72.06,67.711,71.446,68.314,75.695,77.181,77.985,103.231,95.027,89.66,101.813,96.564,94.256,107.738,111.346,107.896,107.646,105.119,107.69,104.424,97.729,108.685,110.459,83.127,87.557,88.292,90.8,90.914,94.773,94.604,94.039,90.973,81.681,67.802,69.584,59.12,62.697,62.69,68.784,65.001,66.874,72.569,73.305,80.024,80.266,75.191,79.886,87.088,86.173,86.362,86.234
"18","10","      Net purchases of used motor vehicles (56)","DNPVRA3",20.54,24.044,21.823,25.595,18.586,24.366,23.207,24.114,24.682,21.025,21.021,20.148,21.438,20.904,23.057,19.52,21.739,21.244,24.421,20.623,22.557,21.389,20.988,22.348,21.09,23.573,25.969,23.873,24.808,24.24,22.434,23.057,24.389,24.99,25.72,26.046,23.853,24.589,27.323,25.458,26.938,25.894,26.665,26.592,24.715,26.395,25.382,23.821,23.261,25.406,26.193,26.496,26.496,25.831,27.002,27.756,28.402,27.47,27.611,25.512,26.036,26.593,25.984,25.213,22.867,25.282,26.007,26.655,28.74,29.477,28.995,27.199,29.093,26.786,29.743,30.076,28.648,29.302,29.963,30.158,29.679,28.271,30.556,29.025,30.943,26.656,28.216,28.587,28.45,29.066,28.272,26.217,26.974,25.695,27.733,27.047,25.812,26.531,28.648,29.743,31.869,34.07,37.445,34.877,38.631,39.55,41.522,40.667,40.78,40.976,43.723,43.746,38.934,41.198,46.13,48.99,47.814,46.804,44.03,44.926,45.394,47.897,46.2,51.238,51.302,50.813,51.509,51.494,54.413,51.211,56.782,54.303,57.355,59.556,59.252,59.366,60.918,60.511,59.138,57.971,65.721,62.341,63.217,64.387,65.034,63.156,68.93,65.915,68.587,73.18,75.46,72.68,81.842,77.88,79.893,80.463,78.993,80.555,95.726,106.331,91.641,103.492,102.086,88.933,103.149,89.113,91.62,101.266,97.827,93.306,99.656,93.071,91.823,103.141,103.41,95.759,97.323,94.962,98.311,98.079,94.358,98.357,99.869,102.605,105.705,99.074,97.945,97.276,98.936,99.746,100.851,102.984,99.36,105.056,108.251,104.706,103.387,101.545,98.029,94.656,103.736,103.958,101.439,96.436,95.355,95.781,97.773,101.41,101.158,94.274,92.174,93.355,96.067,91.436,96.046
"19","11","        Used autos","DNPURA3",43.669,51.271,46.462,54.94,39.388,51.924,49.361,51.452,52.857,44.955,44.998,43.06,45.551,44.426,48.998,41.121,45.969,44.851,51.685,43.349,47.616,45.054,44.004,47.216,44.287,49.585,54.638,49.848,51.804,50.61,46.625,47.909,50.852,51.911,53.397,54.377,49.452,51.267,57.363,53.243,56.395,54.122,55.667,55.318,51.372,54.892,52.542,49.685,48.156,52.573,54.101,54.55,54.464,53.271,55.809,57.085,57.991,56.015,56.33,51.824,52.919,54.198,53.002,51.448,46.467,51.694,53.263,54.698,58.779,59.962,58.579,54.477,58.326,53.27,59.419,60.108,57.046,57.855,59.271,59.329,58.447,56.08,59.682,55.014,59.784,50.915,53.317,54.846,54.674,55.652,53.928,50.803,50.693,48.769,53.705,52.194,50.139,49.582,52.916,54.375,58.588,63.314,71.034,64.914,71.314,73.382,75.26,73.5,73.182,69.973,70.926,73.089,64.77,67.22,77.34,83.306,78.936,76.135,69.955,70.844,71.086,75.763,68.916,79.393,74.805,74.093,75.043,74.724,81.422,73.739,82.38,78.118,83.269,85.699,83.859,83.961,87.92,86.356,84.955,81.432,97.752,91.102,93.62,94.18,94.52,89.35,98.712,89.351,91.477,99.078,101.804,93.631,107.678,98.175,97.908,100.397,96.956,96.141,115.407,123.581,104.488,117.164,115.648,97.419,116.116,96.549,98.359,116.036,106.586,103.664,106.97,95.836,97.542,107.611,106.378,97.888,100.081,96.857,100.034,99.737,94.084,99.112,99.503,102.035,105.498,99.589,97.712,97.201,97.686,97.852,97.489,96.718,91.846,95.996,98.603,97.09,98.326,97.2,91.304,82.918,89.356,88.309,87.239,83.922,82.728,81.809,84.721,88.922,89.006,82.941,80.229,82.001,84.668,78.832,82.537
"20","12","          Net transactions in used autos","DNETRA3",10.277,15.204,11.441,19.594,7.578,16.838,15.709,18.396,21.168,16.198,16.605,14.139,16.371,16.035,20.291,12.828,17.518,16.437,22.458,14.936,18.945,17.074,16.382,20.498,16.249,21.421,25.779,21.145,23.715,24.859,21.116,21.85,24.68,25.5,27.499,28.592,22.775,25.415,31.491,26.165,29.599,28.916,30.51,29.437,28.048,31.06,27.912,27.228,22.997,26.273,27.573,26.676,26.931,24.972,29.33,28.855,29.069,30.513,32.205,28.82,35.038,33.914,31.801,34.754,27.443,32.596,33.647,31.671,33.835,36.976,36.433,31.786,35.96,31.284,38.253,39.148,38.378,36.381,40.092,41.506,41.438,40.423,45.602,43.443,49.747,41.214,41.511,41.662,39.336,41.199,38.292,35.729,34.662,34.606,38.683,35.204,33.546,30.615,34.32,36.382,42.561,47.857,58.114,51.239,58.771,59.495,61.124,60.143,58.276,53.637,52.244,58.552,50.343,51.219,63.944,75.274,67.749,65.005,57.803,59.161,57.771,67.43,58.163,68.839,63.676,65.379,65.647,66.257,73.992,65.863,78.114,71.755,77.98,80.69,77.366,76.329,82.748,79.302,76.516,72.921,94.93,85.735,89.544,85.106,87.766,79.111,93.68,82.56,82.897,93.447,98.456,88.444,110.011,95.088,91.79,98.317,96.172,92.845,121.896,131.836,107.461,122.338,120.075,96.536,119.667,94.078,94.203,119.093,103.049,95.17,103.923,88.345,91.233,112.984,116.902,101.747,100.825,99.578,100.273,100.653,98.106,97.449,98.108,102.613,101.845,98.378,100.854,98.922,97.706,98.026,95.185,93.44,91.427,95.704,96.976,94.656,94.889,95.904,90.429,84.563,93.689,94.468,95.175,90.192,87.283,86.845,89.557,95.146,94.765,86.266,82.077,83.256,86.082,82.123,85.736
"21","13","          Used auto margin","DMARRA3",151.564,155.376,154.21,143.679,145.674,148.782,143.476,138.275,129.957,123.235,120.926,126.06,125.605,123.174,120.795,124.899,122.664,123.641,123.725,123.766,123.229,121.986,120.134,115.585,122.512,122.397,124.164,124.164,122.404,114.445,113.023,115.304,116.066,117.504,115.128,114.784,117.631,115.161,115.744,118.901,118.708,113.202,112.884,115.111,105.235,108.318,109.47,101.246,109.244,114.764,115.419,119.611,118.383,120.085,116.313,121.829,124.078,113.608,109.561,103.628,91.802,98.985,99.981,87.507,89.88,93.606,95.508,105.151,112.883,109.114,105.89,104.213,106.329,101.957,104.107,104.017,97.021,104.444,100.913,98.114,95.608,90.651,89.567,80.222,80.213,72.698,79.61,84.394,89.715,88.393,90.413,87.003,89.704,83.235,88.488,93.264,90.362,96.145,97.369,96.792,94.229,96.143,94.141,92.052,92.985,98.374,100.026,96.469,100.122,101.456,107.343,99.187,91.478,96.331,100.181,95.553,98.818,96.053,92.48,92.115,96.341,91.481,89.468,98.466,96.422,91.087,93.344,91.191,96.241,90.298,90.628,91.193,94.872,96.541,97.067,99.257,97.829,100.127,101.629,98.43,102.551,100.946,101.111,110.019,106.237,107.776,106.933,101.532,106.384,108.395,107.126,102.644,104.029,103.351,107.54,103.94,98.809,101.75,104.415,109.367,99.775,108.119,107.884,98.7,109.519,100.378,104.655,109.611,111.529,116.883,111.443,107.58,106.687,99.509,91.377,92.592,99.07,93.273,99.79,98.595,89.695,101.193,101.33,101.423,109.692,101.161,94.044,95.103,97.606,97.608,100.35,100.497,92.571,96.469,100.156,99.709,102.067,98.03,92.325,81.621,83.64,80.208,77.025,76.127,77.216,75.883,78.714,80.966,81.71,78.703,77.952,80.261,82.625,74.884,78.554
"22","14","          Employee reimbursement","DREERA3",56.061,60.052,57.269,58.262,58.671,62.705,59.923,60.095,61.713,66.674,65.617,67.817,70.535,74.871,73.188,74.677,75.906,79.918,78.43,79.25,79.53,85.419,81.32,82.658,84.405,90.768,88.978,91.394,93.961,100.906,98.339,99.008,100.238,104.034,100.518,100.324,99.763,103.214,99.202,98.21,97.218,100.971,96.161,95.557,93.659,96.01,90.919,90.186,89.043,91.2,86.174,86.26,85.074,87.08,83.477,82.615,80.307,82.873,79.206,79.616,80.889,84.664,81.622,80.954,79.444,79.789,75.41,73.663,73.426,76.92,75.669,76.812,76.812,79.163,75.647,74.353,81.116,85.573,88.645,90.162,90.392,91.103,91.947,94.467,94.61,94.729,94.858,96.49,95.502,97.371,98.672,100.573,101.672,101.321,98.657,99.963,96.87,97.122,94.348,93.677,91.506,93.637,90.626,90.033,88.703,90.071,87.324,85.903,83.757,83.017,79.804,78.789,77.053,76.754,75.768,75.336,90.556,89.642,87.368,85.877,97.818,97.955,97.346,95.383,106.15,105.093,105.906,105.214,118.423,117.141,114.019,117.495,131.173,132.442,123.668,121.887,121.324,121.11,121.964,119.556,117.194,116.259,117.19,115.843,113.722,114.676,113.486,113.081,110.869,112.099,111.899,113.945,110.562,109.176,107.701,106.268,106.251,105.938,102.556,103.424,104.597,102.061,102.288,98.753,99.968,98.664,98.419,98.872,99.643,102.665,105.701,104.103,98.894,96.023,95.854,99.797,100.614,98.821,98.174,97.23,100.237,100.509,101.863,103.411,101.518,101.46,99.827,97.195,97.452,97.69,97.788,93.467,94.193,97.118,93.041,92.825,91.64,88.035,90.301,92.223,86.128,83,81.722,83.763,86.186,87.284,86.008,85.101,86.692,85.006,86.323,86.137,87.241,84.326,86.273
"23","15","        Used light trucks","DUTRRA3",0.565,0.598,0.573,0.486,0.565,0.622,0.633,0.586,0.514,0.47,0.446,0.458,0.607,0.588,0.65,0.719,0.719,0.738,0.787,0.812,0.788,0.795,0.885,0.757,0.853,0.911,0.996,1.121,1.162,1.139,1.174,1.213,1.186,1.324,1.382,1.222,1.324,1.196,1.093,1.141,1.172,1.179,1.253,1.368,1.296,1.367,1.461,1.147,1.336,1.473,1.583,1.716,1.773,1.616,1.606,1.842,2.179,2.158,2.148,2.145,2.168,2.111,2.028,1.955,1.925,1.879,1.863,1.821,2.114,2.427,2.727,2.974,3.124,3.265,3.388,3.408,3.423,3.912,3.911,4.212,4.098,3.581,4.606,5.707,5.182,4.931,5.669,5.102,5.003,5.267,5.278,4.292,5.608,4.978,4.577,4.587,4.115,5.733,6.661,7.342,7.616,7.626,7.284,7.728,9,8.94,10.735,10.678,11.108,13.898,17.811,16.122,14.642,16.691,16.865,16.875,18.579,19.163,19.473,20.343,21,21.471,24.536,24.482,28.726,28.444,28.888,29.134,28.628,29.489,32.147,31.333,32.412,34.358,35.515,35.656,34.902,35.608,34.268,35.329,34.912,34.642,33.926,35.683,36.624,37.928,40.254,43.306,46.489,48.206,50.058,52.523,56.894,58.374,62.564,61.295,61.725,65.58,76.814,89.774,79.316,90.375,89.071,80.799,90.688,81.967,85.132,87.151,89.405,83.378,92.614,90.371,86.308,98.821,100.541,93.702,94.654,93.125,96.642,96.475,94.618,97.617,100.231,103.165,105.91,98.576,98.172,97.343,100.161,101.6,104.128,109.082,106.686,113.901,117.665,112.132,108.354,105.814,104.583,106.075,117.69,119.115,115.196,108.561,107.592,109.328,110.427,113.512,112.921,105.239,103.754,104.343,107.093,103.664,109.153
"24","16","          Net transactions in used trucks","DUTNRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.849,2.837,3.529,4.06,4.308,4.361,4.183,4.451,5.222,5.28,6.559,6.847,7.733,10.001,13.099,11.938,10.489,11.898,12.038,12.16,13.981,14.554,14.787,15.306,14.983,15.196,17.561,18.036,22.571,23.028,23.911,24.535,23.974,25.27,28.424,28.797,31.575,33.686,34.694,34.421,33.022,33.362,31.076,31.822,30.62,29.596,27.999,29.657,30.271,31.345,33.747,37.117,40.694,42.329,44.153,46.808,50.862,53.432,58.359,57.308,58.326,61.792,75.382,90.239,79.12,90.999,89.27,79.62,90.264,80.928,83.761,86.567,89.101,79.161,92.967,88.882,83.393,102.181,107.12,95.546,94.32,92.979,94.595,94.896,95.955,94.978,97.837,103.025,103.792,97.704,100.354,98.151,101.152,103.755,105.468,111.029,110.663,118.526,121.768,116.864,112.513,112.392,111.179,114.817,130.629,132.449,129.607,118.82,116.047,118.024,119.133,123.597,122.434,111.895,110.346,110.102,112.636,110.666,117.476
"25","17","          Used truck margin","DUTMRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.945,13.231,14.805,15.885,16.186,16.06,15.278,16.172,18.744,18.375,21.487,20.516,19.715,23.795,29.738,26.703,25.194,28.876,29.134,28.848,30.175,30.767,31.272,33.051,36.301,37.442,42.258,40.787,44.084,41.848,41.135,40.419,40.158,39.811,40.928,36.728,32.686,33.64,34.916,36.448,38.174,40.043,42.006,44.023,46.065,48.105,50.121,52.103,53.985,55.922,57.848,59.766,61.671,63.571,65.457,67.334,72.519,70.918,73.255,71.446,70.426,75.272,80.278,88.225,79.572,88.621,88.416,83.68,91.58,84.444,88.477,88.47,90.046,94.272,91.509,93.755,92.829,90.998,85.447,89.063,95.024,93.092,101.093,99.887,92.076,102.827,104.944,103.403,110.114,100.315,93.821,95.749,98.173,97.274,101.451,105.182,98.8,104.771,109.532,102.858,100.208,92.725,91.563,88.555,91.68,92.441,86.595,87.86,90.308,91.502,92.523,93.057,93.517,91.264,89.922,92.105,95.224,89.029,91.878
