"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224"
"47","36","  Transportation","DTRNRC0",37422,39130,40151,38361,40017,41168,41517,40359,37862,38492,39557,41263,42611,43951,43852,46055,46818,47624,47982,48852,50065,50610,52240,49980,55699,55719,56937,57762,59849,57550,58993,59711,58351,61565,61883,62110,67009,68377,71771,72228,74420,75414,76546,77160,75691,77760,78724,73836,84988,87271,89812,92899,94581,96367,98750,103563,109496,109115,108241,107414,106468,112706,118593,113303,116068,118658,128643,134192,142687,144863,148321,153622,163450,166484,169230,173337,172270,186285,187536,191808,197189,198184,214004,219116,231747,216486,226175,231537,254230,247188,256261,245220,254122,249837,255664,263848,261578,280269,292853,305003,314088,322177,319952,330888,345107,353518,374196,356838,357179,352853,377534,362754,349955,373113,395755,387711,402108,403057,402031,411838,419890,434258,438218,420972,447523,434738,441605,447858,416567,412122,422851,421555,436369,444100,456927,467745,469038,482120,485698,504473,516253,518518,531202,546953,543113,549640,557850,565654,580986,599494,600427,614834,638112,623146,646796,659218,641387,660130,670765,702210,685381,730560,748670,751438,795748,783853,798182,803754,811291,808670,795986,825970,787795,807450,837672,819553,840140,828705,859746,855245,877924,886585,898261,934221,930339,948023,1002298,962419,975049,995078,1021691,979907,997747,1034184,1037171,1061734,1057289,1057789,1057222,866388,821156,833282,911169,902318,911970,921224,941501,993870,1032583,1050274,1062506,1080654,1101827,1096101,1113008,1129880,1136110,1111983,1141575,1138033,1134364
"48","37","  Communication","DCMCRC0",4735,4788,4862,4952,5047,5143,5267,5365,5434,5504,5588,5704,5787,5855,5934,6050,6263,6371,6491,6591,6619,6898,6999,7235,7273,7414,7617,7838,7564,8167,8282,8470,8634,8787,8919,9151,9432,9533,9719,10031,10399,10611,10840,11067,11294,11562,11659,11910,12164,12532,13019,13339,13740,13998,14669,15004,15393,15946,16349,16837,17201,17489,17776,18288,18735,19645,20364,21078,21617,22140,22774,23168,23489,24024,24380,25324,25886,26678,27504,27988,28541,29228,29767,30163,31154,30888,32153,32989,33891,35364,36372,38223,39025,40536,41701,42961,44013,44916,44861,45562,48093,48438,48078,49078,49655,52150,54969,55643,55864,56652,57530,57376,58293,59491,60988,61167,62012,62228,63834,64481,65451,66781,67781,69092,69190,70084,70903,70193,70957,73092,75097,76335,78489,80527,82504,83050,82899,84660,87164,88345,91034,92369,94258,95389,95885,97527,100054,102303,104345,107093,109470,112359,115863,118350,121641,124569,125996,127844,131248,132885,135616,140459,144778,148343,152904,157869,160391,161857,161809,164535,166935,166426,166812,167750,170314,170840,173139,174003,175209,175199,177660,180370,183092,183344,184830,186713,187415,188998,194249,199317,203788,207434,209138,214842,218424,223264,226879,230510,233856,231526,230489,228902,230154,232719,236435,238636,241000,242292,246513,250103,254576,254679,259883,263312,265683,271175,272093,271581,274340,275968,279873
"49","38","  Recreation","DRRLRC0",18354,18590,18975,19132,19323,19835,19708,19978,19940,20207,20644,21083,21412,21909,22267,22752,23155,23633,24344,24281,25335,26210,26643,26993,27695,28424,28911,30534,31742,32804,34158,34752,35443,35321,36381,36143,38342,39283,40653,41450,42596,43811,43819,44572,46288,46324,47301,48155,48250,49675,50557,51974,53489,55199,56986,59123,61693,62280,63558,64535,65964,68401,70591,70802,73392,75916,78169,80734,83191,84757,87097,89726,90098,93409,96457,99704,101473,104736,107449,111458,114355,118206,120466,122424,124021,123493,127847,134399,136593,140421,144315,145213,147161,149774,152993,155824,160708,166787,171692,178119,183621,188022,191832,196414,202684,205186,207703,213078,217109,219852,228260,236372,239525,245927,249816,252782,261405,270283,276367,285459,286805,293815,299551,302799,310776,313357,316362,318489,321345,324825,328690,330229,338136,341836,348929,358464,366213,374312,382863,390305,398056,409576,418909,429444,434730,445700,455610,463033,466922,478049,486440,494742,499962,505284,512961,519799,529698,537787,550216,559680,570221,583217,595791,610543,624267,630612,638064,641792,643103,645214,644935,654663,663523,667432,668987,677398,678950,693399,714822,730001,743726,755101,764501,771522,787359,801975,807970,820992,844576,846322,852917,872639,879514,887836,899524,908490,902919,915778,906929,872949,866524,853108,859010,868484,876453,882939,892508,901252,905557,918795,926752,937328,952823,960276,972956,978721,989162,994299,1007715,1010422,1007282
"50","39","  Education","DEDURC0",3041,3083,3125,3183,3257,3330,3391,3464,3459,3644,3633,3695,3771,3892,4011,4132,4217,4295,4379,4495,4600,4746,4920,5043,5206,5377,5538,5740,5925,6107,6316,6500,6666,6805,6933,7107,7411,7595,7803,8072,8261,8488,8775,9082,9461,9701,10116,10375,10503,10753,11020,11138,11289,11511,12019,12177,12244,12666,13550,13551,13819,14282,14348,14359,14751,15423,16574,16795,16991,17271,17716,17752,18112,18398,19016,19711,20092,20654,21162,21601,22161,22545,23022,23747,24170,24859,25940,26805,27194,27769,28452,29619,29974,30668,31131,32097,33043,33935,34747,35671,36419,37378,37990,39009,39817,40635,41738,42497,43245,43998,44845,45855,47058,48342,49497,50260,52014,53481,55449,56799,58248,59975,61347,62715,64085,65259,66769,67717,68641,69794,71144,72666,74387,75731,77440,78208,79241,80243,81779,83081,84196,85498,87161,88599,90198,91572,93072,94374,96379,98528,100535,103064,104599,105851,107867,110162,112265,114156,115965,118591,120951,122986,124399,127387,129923,133472,135868,137900,140521,142997,144786,146159,146923,148220,150888,152078,154657,157833,161555,164020,166296,167450,169478,172764,176368,179068,181853,184741,188470,191699,193986,198133,201151,204368,207104,211369,213793,217010,220561,222132,224326,226377,230542,234959,239751,243724,246812,249438,254265,257891,262513,266431,270135,273337,276269,278434,281173,285231,287702,290623,293654
"51","40","  Food services and accommodations","DFSARC0",18949,19465,20093,20446,20295,20658,20457,20528,20812,20781,20874,21388,21691,22048,22451,22836,23011,23205,23272,23735,24360,24813,25040,25298,26044,26867,27498,28313,29013,29409,30005,30110,30335,30503,31147,31843,33468,34200,35101,35609,36030,37345,37727,38742,40284,41662,42262,42287,42529,43237,44176,45246,47025,48245,49599,50674,52731,53504,55530,57566,57850,59723,61404,63477,65539,68028,68957,72760,75095,76754,79297,80061,84800,85598,85665,86595,90232,95187,99992,103005,107068,108528,111431,116658,118460,119475,122103,126847,131637,133861,134590,135573,137129,141017,144565,147322,150098,151971,155080,157049,161618,162685,167010,168351,170546,174569,175366,176715,181356,185258,187811,192323,198093,202182,205120,212123,214895,222439,230327,235726,237496,239795,244803,248292,257001,262063,266674,265200,266442,274091,275802,277246,285075,280624,284253,295298,293385,297584,301511,301143,301817,307551,310838,312987,312186,315632,317901,318826,320303,324800,327649,333479,338964,340957,346583,347205,353008,359662,363117,371558,371913,376626,380738,392047,401612,407657,412382,413472,419703,418761,419490,420702,429964,435132,438466,441679,446400,456898,467897,476395,485245,491059,500268,509123,516877,527770,533612,544307,557791,559909,567216,580093,583668,591125,598925,608817,607007,614733,616138,611990,604198,599230,597557,600350,607093,614721,620601,628430,639917,654105,665775,674944,688061,698195,703392,717228,725578,732874,736283,751160,752230
"52","41","  Financial services and insurance","DIFSRC0",11985,12326,12620,13004,13183,13503,13714,13803,14447,14850,14686,15078,15125,15533,15353,15389,15203,15494,16107,16826,16980,17476,18145,18364,18630,18989,19499,20460,21068,21324,21420,21275,22039,22400,23321,23608,23699,25701,26545,27246,27296,28164,28763,29788,29989,30603,31378,32323,33273,33828,34463,34993,36980,37664,39008,39704,40112,41035,41869,42981,42996,44503,46903,49224,52080,53561,54239,56193,57504,57748,59902,61891,63092,65743,69469,72862,76480,80993,81595,83467,80113,89248,90939,90226,91923,91620,95911,102979,104146,102859,100229,100787,104711,109740,119035,131855,141459,139436,152576,150084,147348,154224,161789,162920,181330,185181,194414,191453,200073,199710,198149,201284,204046,204476,205408,207273,212741,216392,223595,226503,234002,238593,239560,241350,243832,245870,248520,251335,258535,263946,270193,274479,287353,291349,296022,305640,318025,328974,338347,344999,346711,346432,345001,349356,355378,363867,370204,376065,384393,389545,393829,401629,412731,422498,436850,444908,452611,463154,473569,479776,490561,500541,512050,533345,567342,561594,565945,570258,562857,556568,539002,552857,549886,558161,567808,574487,572530,584482,594304,602576,618007,625871,640228,657283,668717,685357,698306,706150,716513,720700,722063,737560,754272,762414,775366,781915,782870,781482,772883,748697,719556,714946,715878,725442,740544,764684,768137,779587,788167,792060,810775,813271,820895,821293,817855,824155,835060,841952,851082,868815,882570
"53","42","  Other goods and services","DOISRC0",20849,21133,21544,22047,22246,22473,22429,22586,22772,23750,23853,24512,24553,24653,24932,25295,25320,25897,26534,26914,27698,27238,28054,28343,29054,29809,30445,31321,32466,33312,33352,34127,34408,35404,36222,37038,37499,38361,39002,39576,39972,40543,41344,42144,43103,43643,44872,45433,46375,46344,47066,48065,49318,50519,51045,53054,54314,56245,57991,59170,60521,61934,62712,63655,65034,66497,68845,70854,73539,75379,76985,79191,79412,82152,85088,88412,89851,92707,94887,95267,96373,98414,101905,104942,108040,108465,110441,115753,118062,120649,122465,123743,123837,126468,128187,132596,137408,141477,145701,149144,152112,155947,159161,163402,167403,170937,175224,179504,182779,186637,191162,199487,202212,206176,209939,214332,219419,222851,227023,232268,238277,243017,248578,252734,257723,261749,264989,264728,264381,267387,268537,271730,282598,287646,293433,296542,300043,304962,307088,306060,310069,313498,319326,324592,326543,330804,334731,338801,343629,349351,352824,357525,360381,365235,371087,376889,383882,390615,396282,404106,420491,424114,431171,441632,447969,456246,462639,467122,471550,475246,480548,484265,489221,494566,498899,504527,511841,521133,532186,540922,549604,554219,563431,568999,580679,586453,590013,601014,613426,619102,626201,639407,648999,655412,661156,664843,667604,677187,679252,667848,665289,670817,674297,680447,690181,694245,704304,713855,719702,730716,733605,736567,746178,751629,757617,764842,764250,768525,769800,779397,784401
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","DNFTRC0",2027,2029,2020,2000,2124,2187,2124,2049,2094,2012,2025,2057,2203,2258,2424,2483,2342,2533,2625,2568,2505,2530,2589,2648,2926,2730,2862,2914,3137,3035,3064,3292,3560,4056,3808,3728,3741,3631,3808,3556,3812,3868,4220,4276,4322,4654,4615,4465,4539,4791,4636,5146,5458,5196,5125,5168,4919,4985,4523,4457,4421,4850,4601,4959,4416,4296,4364,4704,4247,3380,3383,4150,4573,4566,4064,4041,4343,3928,4501,4227,3765,4277,4456,3802,3784,3372,3294,3711,962,236,760,-295,1698,2144,2385,3808,4099,5696,5516,6427,6563,5660,7532,6501,7237,8647,8412,6671,4734,2291,2736,3424,6635,6528,5061,6029,5424,3297,1556,847,-1455,-2623,-4331,-6373,-5496,-5797,-7410,-11988,-10891,-14541,-17048,-18396,-19920,-20372,-19829,-20011,-21255,-22052,-20682,-18708,-16817,-18005,-16440,-18406,-18034,-17772,-23995,-25362,-22438,-26304,-18474,-29724,-23253,-21353,-20908,-20409,-17792,-16840,-12683,-15269,-15209,-16837,-18110,-18287,-17913,-18516,-15357,-16974,-18232,-10038,-10381,-9527,-7755,-8055,-10722,-13958,-4736,-5406,-5591,-10172,-4708,-4963,-5551,-6304,-6095,-9884,-9118,-8898,-6580,-6105,-8927,-10374,-8841,-10267,-20389,-26385,-24208,-27854,-31331,-21747,-20862,-23995,-20893,-18331,-25972,-27666,-27961,-28832,-30968,-36776,-42089,-41669,-39115,-45065,-50553,-54631,-54799,-55153,-56719,-57294,-61855
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",4661,4796,4935,5063,5122,5084,5040,4991,4958,5197,5330,5500,5574,5520,5442,5381,5447,5644,5883,6100,6387,6430,6450,6465,6528,6796,7117,7407,7536,7489,7422,7373,7528,7847,8236,8588,8722,8726,8799,8924,9061,9279,9562,9873,10117,10331,10692,10754,11086,11429,11886,12414,12412,12607,12655,13583,13226,13765,13844,14182,14790,15552,15623,16021,16262,16567,17364,17857,18838,18824,18876,19393,19977,19938,20757,21868,22168,22688,23276,23943,25333,25922,25904,27321,28324,29481,30497,31831,32508,33498,34513,36043,36834,37414,38465,39141,39543,40082,41030,42370,43134,44891,45994,47517,46831,47450,48270,49079,50782,52746,53250,53662,54322,54747,56418,57305,60342,62380,64501,65950,65672,67463,69020,69993,71425,74681,78124,79210,78596,79486,80613,81812,84516,87078,89539,90605,88831,89207,90482,91741,93786,96342,99458,101462,100453,101737,102729,104391,108067,110606,111862,109642,104486,103517,105167,109182,114995,121215,127125,131892,133225,136186,139565,143941,149378,154251,160485,168047,172516,177720,181835,184260,189461,196115,202175,205620,204759,205461,206032,205793,206098,206786,206916,205686,200910,207319,210474,222367,231622,240022,243230,241862,246074,242962,248355,257729,266752,278786,288185,294851,281005,273313,273365,276382,275879,277329,274707,273484,272234,275587,284733,279053,280213,290485,291496,299762,283754,288409,293159,292699,296187
"56","45","  Gross output of nonprofit institutions \2\","DNPERC0",13473,13779,14048,14333,14629,14953,14720,15034,15051,15806,15961,16316,16639,16843,17022,17225,17569,18075,18598,19114,19880,20171,20398,20552,21106,21775,22400,23033,23630,24206,24532,24990,25547,26496,27485,28385,29133,30071,30626,31562,32473,33540,34437,35587,36727,37409,38620,39608,40707,42139,43529,44706,45857,46719,47738,49099,49748,51420,52311,53847,55532,58426,59717,61535,63777,65922,67900,71171,73925,75037,77199,79081,81895,84371,85861,88513,91775,95571,98237,101055,104624,107755,110061,114985,119378,122297,128544,134181,138626,143449,147629,152898,156927,161278,166131,170884,174343,177649,180332,184540,188458,192743,196075,200454,202968,206400,211291,216454,221659,225905,228648,232979,237837,243621,250408,255587,263994,271623,280288,286172,291498,297716,304241,311498,319785,330110,340919,346932,350875,358814,366301,375576,384206,392791,401576,406989,411452,416024,421985,425525,429999,436114,443951,450240,451493,455900,460201,466582,471402,480545,486047,494547,493947,497673,505173,513705,527569,537874,548373,556269,563186,570602,579822,591666,601506,614673,628050,642332,656376,669617,683893,695880,713693,731810,746964,755775,763022,769970,778323,787256,797822,811653,827336,839164,844467,858749,876435,894171,910389,926707,940454,951352,968549,974449,986507,1003059,1020651,1034844,1049530,1058623,1061501,1067543,1077555,1083655,1085432,1101048,1113050,1124042,1127261,1139583,1142124,1157400,1175889,1185405,1202729,1212481,1209900,1227202,1239492,1264127,1290394
"57","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316384,322621,326817,331503,333784,336213,339772,344493,348778,351040,354163,357472,362191,363335,369939,374185,384905,389461,394156,400006,404523,412574,416659,421248,424377,429961,434416,440257,447725,452128,460422,467565,474285,483860,491897,502058,511620,524232,535695,544789,550155,558263,564509,572291,581463,591724,604867,620420,633478,643557,651430,665961,671804,678767,686685,697224,709490,722475,731487,738152,745330,753899,756058,761345,763772,780496,794230,804190,807273,809553,823719,838343,850558,855027,863996,857391,878347,895676,894920,911233,912719,926146,938793,946333,971428,994207
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
