"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"57","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Line",NA,NA,"1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2010","2010","2010","2010","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,"1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","1","    Personal consumption expenditures","DPCERC1","4,878,368.0","4,876,994.0","4,910,590.0","4,914,484.0","4,956,806.0","5,001,180.0","4,994,182.0","5,029,602.0","5,044,872.0","5,038,093.0","5,079,930.0","5,122,236.0","5,111,145.0","5,158,744.0","5,199,740.0","5,235,588.0","5,251,880.0","5,258,879.0","5,281,369.0","5,305,060.0","5,326,794.0","5,359,181.0","5,383,624.0","5,411,258.0","5,445,204.0","5,468,274.0","5,487,691.0","5,491,927.0","5,493,021.0","5,526,996.0","5,582,531.0","5,621,743.0","5,635,751.0","5,671,492.0","5,695,670.0","5,727,178.0","5,725,640.0","5,760,031.0","5,786,880.0","5,825,055.0","5,875,658.0","5,909,931.0","5,928,870.0","5,965,860.0","6,009,254.0","6,046,864.0","6,065,921.0","6,121,853.0","6,125,543.0","6,155,590.0","6,191,212.0","6,258,010.0","6,290,840.0","6,321,046.0","6,351,763.0","6,396,909.0","6,447,942.0","6,467,739.0","6,503,730.0","6,603,110.0","6,602,768.0","6,689,212.0","6,756,967.0","6,740,138.0","6,775,614.0","6,811,211.0","6,832,183.0","6,864,707.0","6,948,300.0","6,955,449.0","6,970,734.0","7,017,174.0","7,047,718.0","7,066,541.0","7,060,148.0","7,079,896.0","7,130,809.0","7,145,325.0","7,156,471.0","7,195,833.0","7,101,449.0","7,298,614.0","7,259,872.0","7,243,021.0","7,275,024.0","7,316,712.0","7,335,185.0","7,402,913.0","7,380,569.0","7,426,691.0","7,484,412.0","7,507,275.0","7,481,928.0","7,517,569.0","7,543,873.0","7,598,126.0","7,631,275.0","7,630,616.0","7,678,783.0","7,701,096.0","7,710,105.0","7,760,302.0","7,819,635.0","7,913,168.0","7,914,685.0","7,917,305.0","7,972,255.0","7,998,927.0","8,071,143.0","8,098,345.0","8,146,476.0","8,157,695.0","8,240,882.0","8,229,561.0","8,290,206.0","8,311,325.0","8,390,524.0","8,443,899.0","8,489,528.0","8,551,320.0","8,557,173.0","8,613,952.0","8,657,793.0","8,746,646.0","8,705,900.0","8,789,064.0","8,880,545.0","8,892,881.0","8,953,070.0","8,990,485.0","9,002,008.0","9,038,465.0","9,115,510.0","9,145,550.0","9,183,565.0","9,236,923.0","9,267,277.0","9,295,646.0","9,372,735.0","9,389,063.0","9,413,502.0","9,440,710.0","9,460,520.0","9,550,975.0","9,613,884.0","9,653,647.0","9,707,844.0","9,737,008.0","9,768,559.0","9,782,008.0","9,816,696.0","9,866,713.0","9,913,269.0","9,954,000.0","10,042,306.0","10,061,352.0","10,079,613.0","10,077,402.0","10,128,218.0","10,160,238.0","10,183,674.0","10,240,220.0","10,231,427.0","10,232,055.0","10,196,723.0","10,118,726.0","10,013,664.0","9,897,040.0","9,972,731.0","10,011,319.0","9,978,894.0","9,968,062.0","9,979,279.0","10,050,645.0","10,068,367.0","10,197,404.0","10,132,828.0","10,188,559.0","10,241,802.0","10,278,775.0","10,302,432.0","10,350,444.0","10,407,703.0","10,409,099.0","10,433,549.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2","Goods","DGDSRC1","1,796,510.0","1,774,031.0","1,793,761.0","1,781,517.0","1,803,272.0","1,826,879.0","1,813,891.0","1,823,933.0","1,840,878.0","1,819,616.0","1,842,145.0","1,869,965.0","1,845,946.0","1,872,571.0","1,894,513.0","1,917,016.0","1,918,149.0","1,912,486.0","1,917,190.0","1,927,837.0","1,932,573.0","1,951,987.0","1,958,686.0","1,963,097.0","1,975,495.0","1,985,179.0","1,999,447.0","1,976,184.0","1,963,479.0","1,983,880.0","2,007,180.0","2,030,692.0","2,023,574.0","2,028,955.0","2,053,817.0","2,053,295.0","2,043,087.0","2,046,739.0","2,045,830.0","2,072,944.0","2,097,416.0","2,101,352.0","2,105,262.0","2,119,989.0","2,140,097.0","2,166,396.0","2,174,028.0","2,207,109.0","2,190,507.0","2,211,091.0","2,219,722.0","2,258,112.0","2,278,627.0","2,290,130.0","2,290,035.0","2,314,409.0","2,338,851.0","2,333,820.0","2,342,681.0","2,411,931.0","2,376,632.0","2,420,796.0","2,456,191.0","2,434,254.0","2,444,606.0","2,449,368.0","2,451,340.0","2,461,481.0","2,513,790.0","2,500,027.0","2,492,763.0","2,508,354.0","2,506,010.0","2,521,427.0","2,492,920.0","2,498,229.0","2,527,453.0","2,529,420.0","2,525,587.0","2,541,170.0","2,505,225.0","2,636,268.0","2,586,711.0","2,537,664.0","2,556,932.0","2,574,200.0","2,577,543.0","2,617,701.0","2,573,681.0","2,606,346.0","2,634,721.0","2,652,805.0","2,608,397.0","2,616,382.0","2,633,778.0","2,666,993.0","2,673,611.0","2,663,645.0","2,688,055.0","2,684,168.0","2,661,679.0","2,700,602.0","2,728,167.0","2,798,451.0","2,782,937.0","2,761,706.0","2,796,320.0","2,789,525.0","2,819,741.0","2,819,901.0","2,865,384.0","2,838,349.0","2,895,528.0","2,854,469.0","2,885,175.0","2,884,922.0","2,928,122.0","2,954,941.0","2,967,564.0","2,992,910.0","2,980,734.0","3,006,113.0","3,005,237.0","3,072,171.0","3,006,245.0","3,063,378.0","3,127,227.0","3,111,497.0","3,134,643.0","3,142,934.0","3,111,711.0","3,125,115.0","3,190,929.0","3,175,073.0","3,176,486.0","3,210,298.0","3,199,013.0","3,210,169.0","3,254,980.0","3,251,183.0","3,245,315.0","3,231,520.0","3,228,401.0","3,287,315.0","3,291,734.0","3,292,238.0","3,334,896.0","3,324,224.0","3,354,378.0","3,336,019.0","3,351,670.0","3,353,990.0","3,394,025.0","3,412,174.0","3,470,363.0","3,464,240.0","3,451,856.0","3,426,174.0","3,463,559.0","3,460,169.0","3,467,813.0","3,496,657.0","3,473,739.0","3,487,530.0","3,427,726.0","3,338,656.0","3,229,781.0","3,114,139.0","3,183,014.0","3,219,674.0","3,190,290.0","3,166,785.0","3,179,426.0","3,235,078.0","3,244,980.0","3,353,577.0","3,278,356.0","3,304,861.0","3,355,831.0","3,350,560.0","3,372,055.0","3,400,044.0","3,444,101.0","3,427,961.0","3,416,318.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","3","  Durable goods","DDURRC1","623,558.0","613,004.0","627,178.0","613,163.0","624,804.0","642,749.0","630,967.0","645,333.0","651,329.0","638,079.0","650,633.0","668,060.0","645,817.0","663,241.0","670,454.0","679,502.0","680,138.0","669,389.0","672,856.0","681,610.0","683,619.0","688,818.0","692,201.0","687,897.0","703,342.0","701,996.0","711,475.0","697,448.0","690,241.0","702,034.0","715,753.0","732,611.0","720,012.0","724,647.0","740,715.0","746,082.0","733,122.0","739,629.0","741,016.0","758,563.0","778,838.0","771,979.0","770,155.0","785,806.0","801,895.0","820,497.0","819,011.0","839,556.0","809,629.0","825,508.0","828,833.0","842,862.0","856,983.0","869,454.0","867,057.0","873,862.0","878,396.0","870,111.0","873,430.0","892,144.0","911,138.0","933,351.0","926,145.0","903,594.0","910,057.0","901,384.0","900,590.0","909,826.0","934,723.0","924,194.0","917,094.0","917,258.0","920,478.0","943,044.0","929,264.0","912,566.0","920,382.0","938,733.0","929,825.0","947,526.0","909,201.0","1,040,590.0","1,002,855.0","961,699.0","975,736.0","987,191.0","980,976.0","1,007,499.0","967,884.0","983,943.0","1,013,149.0","1,031,716.0","986,277.0","975,839.0","981,989.0","1,013,026.0","993,013.0","964,822.0","980,498.0","1,002,595.0","1,005,014.0","1,014,296.0","1,025,388.0","1,056,983.0","1,030,145.0","1,026,037.0","1,043,449.0","1,035,368.0","1,034,996.0","1,045,440.0","1,057,118.0","1,047,020.0","1,075,816.0","1,034,054.0","1,061,887.0","1,052,709.0","1,080,548.0","1,073,933.0","1,074,250.0","1,101,250.0","1,082,404.0","1,088,054.0","1,097,271.0","1,132,334.0","1,086,063.0","1,135,339.0","1,174,237.0","1,111,509.0","1,081,673.0","1,073,053.0","1,092,806.0","1,111,172.0","1,141,327.0","1,124,180.0","1,132,005.0","1,132,731.0","1,115,716.0","1,126,769.0","1,139,642.0","1,120,750.0","1,136,658.0","1,137,224.0","1,138,783.0","1,150,524.0","1,153,384.0","1,148,474.0","1,157,062.0","1,151,119.0","1,164,382.0","1,149,257.0","1,148,751.0","1,162,760.0","1,172,651.0","1,178,870.0","1,178,534.0","1,160,793.0","1,154,991.0","1,145,831.0","1,136,446.0","1,133,021.0","1,129,251.0","1,117,260.0","1,089,929.0","1,105,226.0","1,070,229.0","1,029,221.0","1,024,910.0","1,005,524.0","1,031,197.0","1,030,203.0","1,014,332.0","1,000,595.0","1,011,533.0","1,022,476.0","1,038,739.0","1,102,749.0","1,012,360.0","1,034,542.0","1,058,562.0","1,062,948.0","1,051,685.0","1,062,851.0","1,102,138.0","1,094,693.0","1,103,645.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","4","  Nondurable goods","DNDGRC1","1,172,952.0","1,161,027.0","1,166,583.0","1,168,354.0","1,178,468.0","1,184,130.0","1,182,923.0","1,178,600.0","1,189,549.0","1,181,537.0","1,191,512.0","1,201,905.0","1,200,129.0","1,209,330.0","1,224,059.0","1,237,514.0","1,238,011.0","1,243,096.0","1,244,333.0","1,246,227.0","1,248,954.0","1,263,169.0","1,266,485.0","1,275,200.0","1,272,153.0","1,283,183.0","1,287,972.0","1,278,736.0","1,273,238.0","1,281,847.0","1,291,427.0","1,298,082.0","1,303,562.0","1,304,308.0","1,313,102.0","1,307,213.0","1,309,965.0","1,307,110.0","1,304,814.0","1,314,381.0","1,318,578.0","1,329,373.0","1,335,107.0","1,334,183.0","1,338,202.0","1,345,899.0","1,355,017.0","1,367,553.0","1,380,878.0","1,385,583.0","1,390,889.0","1,415,250.0","1,421,644.0","1,420,676.0","1,422,978.0","1,440,547.0","1,460,455.0","1,463,709.0","1,469,251.0","1,519,787.0","1,465,494.0","1,487,445.0","1,530,046.0","1,530,660.0","1,534,549.0","1,547,984.0","1,550,750.0","1,551,655.0","1,579,067.0","1,575,833.0","1,575,669.0","1,591,096.0","1,585,532.0","1,578,383.0","1,563,656.0","1,585,663.0","1,607,071.0","1,590,687.0","1,595,762.0","1,593,644.0","1,596,024.0","1,595,678.0","1,583,856.0","1,575,965.0","1,581,196.0","1,587,009.0","1,596,567.0","1,610,202.0","1,605,797.0","1,622,403.0","1,621,572.0","1,621,089.0","1,622,120.0","1,640,543.0","1,651,789.0","1,653,967.0","1,680,598.0","1,698,823.0","1,707,557.0","1,681,573.0","1,656,665.0","1,686,306.0","1,702,779.0","1,741,468.0","1,752,792.0","1,735,669.0","1,752,871.0","1,754,157.0","1,784,745.0","1,774,461.0","1,808,266.0","1,791,329.0","1,819,712.0","1,820,415.0","1,823,288.0","1,832,213.0","1,847,574.0","1,881,008.0","1,893,314.0","1,891,660.0","1,898,330.0","1,918,059.0","1,907,966.0","1,939,837.0","1,920,182.0","1,928,039.0","1,952,990.0","1,999,988.0","2,052,970.0","2,069,881.0","2,018,905.0","2,013,943.0","2,049,602.0","2,050,893.0","2,044,481.0","2,077,567.0","2,083,297.0","2,083,400.0","2,115,338.0","2,130,433.0","2,108,657.0","2,094,296.0","2,089,618.0","2,136,791.0","2,138,350.0","2,143,764.0","2,177,834.0","2,173,105.0","2,189,996.0","2,186,762.0","2,202,919.0","2,191,230.0","2,221,374.0","2,233,304.0","2,291,829.0","2,303,447.0","2,296,865.0","2,280,343.0","2,327,113.0","2,327,148.0","2,338,562.0","2,379,397.0","2,383,810.0","2,382,304.0","2,357,497.0","2,309,435.0","2,204,871.0","2,108,615.0","2,151,817.0","2,189,471.0","2,175,958.0","2,166,189.0","2,167,893.0","2,212,602.0","2,206,242.0","2,250,828.0","2,265,996.0","2,270,319.0","2,297,269.0","2,287,612.0","2,320,370.0","2,337,193.0","2,341,962.0","2,333,268.0","2,312,673.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","5","Services","DSERRC1","3,081,858.0","3,102,964.0","3,116,829.0","3,132,968.0","3,153,534.0","3,174,301.0","3,180,291.0","3,205,669.0","3,203,994.0","3,218,477.0","3,237,785.0","3,252,271.0","3,265,199.0","3,286,173.0","3,305,227.0","3,318,572.0","3,333,731.0","3,346,394.0","3,364,179.0","3,377,223.0","3,394,221.0","3,407,195.0","3,424,938.0","3,448,161.0","3,469,709.0","3,483,094.0","3,488,244.0","3,515,743.0","3,529,542.0","3,543,116.0","3,575,350.0","3,591,051.0","3,612,178.0","3,642,537.0","3,641,853.0","3,673,883.0","3,682,553.0","3,713,292.0","3,741,050.0","3,752,110.0","3,778,242.0","3,808,579.0","3,823,608.0","3,845,871.0","3,869,157.0","3,880,468.0","3,891,893.0","3,914,744.0","3,935,036.0","3,944,499.0","3,971,491.0","3,999,898.0","4,012,212.0","4,030,915.0","4,061,728.0","4,082,500.0","4,109,092.0","4,133,920.0","4,161,049.0","4,191,180.0","4,226,136.0","4,268,417.0","4,300,776.0","4,305,885.0","4,331,008.0","4,361,844.0","4,380,843.0","4,403,226.0","4,434,510.0","4,455,422.0","4,477,971.0","4,508,820.0","4,541,708.0","4,545,114.0","4,567,228.0","4,581,666.0","4,603,356.0","4,615,905.0","4,630,884.0","4,654,663.0","4,596,223.0","4,662,346.0","4,673,161.0","4,705,357.0","4,718,092.0","4,742,512.0","4,757,642.0","4,785,213.0","4,806,887.0","4,820,345.0","4,849,691.0","4,854,470.0","4,873,531.0","4,901,186.0","4,910,095.0","4,931,133.0","4,957,664.0","4,966,971.0","4,990,728.0","5,016,928.0","5,048,426.0","5,059,700.0","5,091,468.0","5,114,717.0","5,131,748.0","5,155,599.0","5,175,935.0","5,209,402.0","5,251,402.0","5,278,444.0","5,281,092.0","5,319,346.0","5,345,354.0","5,375,092.0","5,405,031.0","5,426,403.0","5,462,402.0","5,488,958.0","5,521,964.0","5,558,410.0","5,576,439.0","5,607,839.0","5,652,556.0","5,674,475.0","5,699,655.0","5,725,686.0","5,753,318.0","5,781,384.0","5,818,427.0","5,847,551.0","5,890,297.0","5,913,350.0","5,924,581.0","5,970,476.0","6,007,078.0","6,026,626.0","6,068,264.0","6,085,477.0","6,117,755.0","6,137,881.0","6,168,187.0","6,209,190.0","6,232,119.0","6,263,660.0","6,322,149.0","6,361,409.0","6,372,948.0","6,412,784.0","6,414,181.0","6,445,989.0","6,465,026.0","6,512,723.0","6,519,245.0","6,541,826.0","6,571,943.0","6,597,111.0","6,627,756.0","6,651,228.0","6,664,659.0","6,700,069.0","6,715,862.0","6,743,563.0","6,757,688.0","6,744,525.0","6,768,997.0","6,780,069.0","6,783,883.0","6,782,901.0","6,789,717.0","6,791,645.0","6,788,604.0","6,801,278.0","6,799,852.0","6,815,567.0","6,823,387.0","6,843,827.0","6,854,472.0","6,883,698.0","6,885,971.0","6,928,215.0","6,930,377.0","6,950,400.0","6,963,602.0","6,981,138.0","7,017,231.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
