"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"90","1","    Personal consumption expenditures (PCE)","DPCERC1","7,629,698.0","7,629,800.0","7,678,158.0","7,705,641.0","7,717,095.0","7,759,389.0","7,821,216.0","7,915,451.0","7,909,243.0","7,921,275.0","7,968,116.0","7,994,317.0","8,065,942.0","8,096,523.0","8,131,716.0","8,147,147.0","8,221,737.0","8,212,888.0","8,277,321.0","8,298,438.0","8,373,683.0","8,424,108.0","8,468,636.0","8,528,735.0","8,542,368.0","8,591,219.0","8,642,203.0","8,726,243.0","8,685,313.0","8,779,474.0","8,870,968.0","8,879,552.0","8,936,785.0","8,970,485.0","8,992,486.0","9,025,205.0","9,098,139.0","9,123,040.0","9,157,312.0","9,220,576.0","9,248,340.0","9,278,899.0","9,357,398.0","9,368,161.0","9,389,573.0","9,412,379.0","9,433,312.0","9,524,813.0","9,561,354.0","9,600,466.0","9,643,259.0","9,688,804.0","9,730,828.0","9,743,210.0","9,775,410.0","9,815,515.0","9,862,229.0","9,885,026.0","9,957,909.0","10,003,237.0","10,014,533.0","9,997,242.0","10,043,764.0","10,081,510.0","10,121,726.0","10,176,223.0","10,171,029.0","10,143,813.0","10,092,497.0","9,992,164.0","9,846,959.0","9,744,799.0","9,798,476.0","9,796,190.0","9,750,473.0","9,750,250.0","9,772,645.0","9,822,015.0","9,856,060.0","9,974,878.0","9,902,304.0","9,958,007.0","9,977,499.0","10,034,595.0","10,054,563.0","10,098,844.0","10,157,595.0","10,169,090.0","10,194,638.0","10,190,583.0","10,227,880.0","10,286,275.0","10,315,590.0","10,377,411.0","10,417,712.0","10,456,053.0","10,498,027.0","10,577,732.0","10,639,241.0","10,669,621.0","10,690,133.0","10,668,352.0","10,749,440.0","10,763,440.0","10,840,573.0","10,851,075.0","10,862,541.0","10,860,546.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2","Goods","DGDSRC1","2,670,467.0","2,663,846.0","2,687,475.0","2,684,565.0","2,668,971.0","2,697,795.0","2,727,902.0","2,798,067.0","2,782,205.0","2,768,521.0","2,795,035.0","2,791,676.0","2,825,217.0","2,829,729.0","2,860,768.0","2,838,491.0","2,891,429.0","2,850,838.0","2,884,000.0","2,883,124.0","2,926,561.0","2,952,545.0","2,967,369.0","2,995,323.0","2,988,758.0","3,003,647.0","3,010,305.0","3,073,162.0","3,005,248.0","3,069,064.0","3,131,137.0","3,112,963.0","3,136,202.0","3,140,272.0","3,119,026.0","3,130,933.0","3,193,661.0","3,175,055.0","3,174,479.0","3,214,682.0","3,202,814.0","3,217,445.0","3,264,156.0","3,258,058.0","3,245,623.0","3,231,737.0","3,228,407.0","3,290,639.0","3,285,104.0","3,288,062.0","3,317,008.0","3,328,181.0","3,367,085.0","3,352,207.0","3,371,282.0","3,360,903.0","3,404,002.0","3,404,405.0","3,437,053.0","3,452,031.0","3,437,269.0","3,397,053.0","3,432,721.0","3,442,744.0","3,460,533.0","3,497,296.0","3,487,310.0","3,475,816.0","3,405,108.0","3,303,801.0","3,167,468.0","3,072,988.0","3,129,506.0","3,149,497.0","3,113,064.0","3,110,834.0","3,138,205.0","3,181,859.0","3,206,581.0","3,304,605.0","3,225,553.0","3,245,092.0","3,273,403.0","3,291,384.0","3,311,583.0","3,332,753.0","3,369,944.0","3,354,041.0","3,338,625.0","3,327,502.0","3,349,089.0","3,391,971.0","3,418,376.0","3,466,282.0","3,481,404.0","3,502,461.0","3,546,020.0","3,603,304.0","3,627,390.0","3,647,089.0","3,625,460.0","3,595,602.0","3,643,280.0","3,640,079.0","3,700,366.0","3,711,675.0","3,707,666.0","3,694,108.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","3","  Durable goods","DDURRC1","992,513.0","966,194.0","985,366.0","1,005,999.0","1,010,506.0","1,017,556.0","1,030,976.0","1,062,621.0","1,036,402.0","1,035,380.0","1,051,434.0","1,044,081.0","1,046,602.0","1,058,892.0","1,066,977.0","1,057,164.0","1,086,675.0","1,044,972.0","1,074,112.0","1,062,602.0","1,090,767.0","1,084,879.0","1,086,579.0","1,114,150.0","1,099,976.0","1,101,580.0","1,114,142.0","1,148,200.0","1,100,708.0","1,155,282.0","1,192,958.0","1,130,229.0","1,103,655.0","1,092,804.0","1,111,503.0","1,129,184.0","1,161,113.0","1,142,293.0","1,148,178.0","1,151,516.0","1,135,994.0","1,149,922.0","1,164,757.0","1,145,788.0","1,160,214.0","1,161,170.0","1,162,312.0","1,176,406.0","1,176,447.0","1,174,727.0","1,175,482.0","1,177,586.0","1,198,244.0","1,185,113.0","1,181,932.0","1,191,818.0","1,209,628.0","1,205,018.0","1,196,657.0","1,188,692.0","1,178,172.0","1,158,446.0","1,152,284.0","1,151,434.0","1,149,253.0","1,139,022.0","1,112,254.0","1,124,322.0","1,083,330.0","1,033,397.0","1,022,080.0","1,002,329.0","1,033,087.0","1,022,768.0","1,004,372.0","997,581.0","1,013,243.0","1,017,706.0","1,035,284.0","1,102,786.0","1,012,195.0","1,023,370.0","1,043,516.0","1,049,602.0","1,042,090.0","1,049,701.0","1,082,226.0","1,074,729.0","1,072,995.0","1,067,415.0","1,080,240.0","1,082,839.0","1,099,437.0","1,123,470.0","1,123,078.0","1,127,625.0","1,139,931.0","1,162,576.0","1,160,953.0","1,157,726.0","1,144,357.0","1,129,291.0","1,154,641.0","1,143,497.0","1,176,663.0","1,189,695.0","1,193,778.0","1,189,173.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","4","  Nondurable goods","DNDGRC1","1,677,954.0","1,697,652.0","1,702,110.0","1,678,566.0","1,658,465.0","1,680,239.0","1,696,926.0","1,735,446.0","1,745,803.0","1,733,141.0","1,743,601.0","1,747,595.0","1,778,615.0","1,770,836.0","1,793,791.0","1,781,327.0","1,804,753.0","1,805,866.0","1,809,888.0","1,820,522.0","1,835,794.0","1,867,665.0","1,880,789.0","1,881,173.0","1,888,783.0","1,902,067.0","1,896,163.0","1,924,962.0","1,904,540.0","1,913,782.0","1,938,179.0","1,982,734.0","2,032,547.0","2,047,468.0","2,007,524.0","2,001,749.0","2,032,548.0","2,032,762.0","2,026,300.0","2,063,165.0","2,066,821.0","2,067,523.0","2,099,399.0","2,112,270.0","2,085,409.0","2,070,567.0","2,066,095.0","2,114,233.0","2,108,657.0","2,113,334.0","2,141,526.0","2,150,595.0","2,168,841.0","2,167,095.0","2,189,350.0","2,169,085.0","2,194,374.0","2,199,387.0","2,240,396.0","2,263,339.0","2,259,097.0","2,238,607.0","2,280,437.0","2,291,309.0","2,311,280.0","2,358,274.0","2,375,056.0","2,351,494.0","2,321,778.0","2,270,404.0","2,145,388.0","2,070,658.0","2,096,420.0","2,126,729.0","2,108,693.0","2,113,253.0","2,124,962.0","2,164,154.0","2,171,297.0","2,201,819.0","2,213,357.0","2,221,722.0","2,229,887.0","2,241,782.0","2,269,494.0","2,283,052.0","2,287,718.0","2,279,312.0","2,265,630.0","2,260,088.0","2,268,849.0","2,309,132.0","2,318,939.0","2,342,812.0","2,358,326.0","2,374,836.0","2,406,089.0","2,440,727.0","2,466,437.0","2,489,362.0","2,481,103.0","2,466,311.0","2,488,640.0","2,496,582.0","2,523,703.0","2,521,980.0","2,513,888.0","2,504,935.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","5","Services","DSERRC1","4,959,231.0","4,965,954.0","4,990,683.0","5,021,075.0","5,048,124.0","5,061,594.0","5,093,314.0","5,117,385.0","5,127,038.0","5,152,753.0","5,173,081.0","5,202,641.0","5,240,724.0","5,266,795.0","5,270,947.0","5,308,656.0","5,330,308.0","5,362,050.0","5,393,321.0","5,415,314.0","5,447,122.0","5,471,564.0","5,501,267.0","5,533,411.0","5,553,609.0","5,587,573.0","5,631,898.0","5,653,081.0","5,680,065.0","5,710,409.0","5,739,830.0","5,766,589.0","5,800,583.0","5,830,213.0","5,873,459.0","5,894,273.0","5,904,477.0","5,947,985.0","5,982,834.0","6,005,894.0","6,045,525.0","6,061,455.0","6,093,242.0","6,110,103.0","6,143,950.0","6,180,642.0","6,204,905.0","6,234,175.0","6,276,250.0","6,312,404.0","6,326,251.0","6,360,623.0","6,363,744.0","6,391,003.0","6,404,128.0","6,454,612.0","6,458,228.0","6,480,621.0","6,520,856.0","6,551,207.0","6,577,264.0","6,600,189.0","6,611,044.0","6,638,766.0","6,661,192.0","6,678,928.0","6,683,719.0","6,667,997.0","6,687,389.0","6,688,363.0","6,679,491.0","6,671,812.0","6,668,970.0","6,646,693.0","6,637,408.0","6,639,416.0","6,634,440.0","6,640,155.0","6,649,479.0","6,670,272.0","6,676,751.0","6,712,914.0","6,704,096.0","6,743,212.0","6,742,980.0","6,766,091.0","6,787,651.0","6,815,050.0","6,856,013.0","6,863,081.0","6,878,791.0","6,894,304.0","6,897,214.0","6,911,129.0","6,936,307.0","6,953,592.0","6,952,007.0","6,974,429.0","7,011,852.0","7,022,532.0","7,064,672.0","7,072,750.0","7,106,160.0","7,123,361.0","7,140,207.0","7,139,400.0","7,154,876.0","7,166,437.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","6","  PCE excluding food and energy","DPCCRC1","6,684,094.0","6,661,728.0","6,715,741.0","6,748,893.0","6,789,929.0","6,836,621.0","6,881,470.0","6,944,596.0","6,931,933.0","6,952,211.0","6,996,517.0","7,016,877.0","7,059,831.0","7,088,986.0","7,134,444.0","7,144,811.0","7,204,426.0","7,187,863.0","7,256,429.0","7,273,614.0","7,333,386.0","7,360,461.0","7,386,235.0","7,449,875.0","7,464,724.0","7,515,232.0","7,544,019.0","7,623,380.0","7,592,192.0","7,681,943.0","7,742,583.0","7,712,508.0","7,711,899.0","7,744,068.0","7,806,016.0","7,844,909.0","7,930,330.0","7,933,012.0","7,974,000.0","8,017,159.0","8,026,156.0","8,066,826.0","8,097,821.0","8,111,164.0","8,169,003.0","8,208,876.0","8,241,041.0","8,313,034.0","8,338,537.0","8,357,152.0","8,401,153.0","8,402,544.0","8,456,708.0","8,463,172.0","8,482,838.0","8,525,123.0","8,556,544.0","8,589,854.0","8,617,546.0","8,639,889.0","8,656,416.0","8,642,202.0","8,650,575.0","8,688,549.0","8,712,140.0","8,720,248.0","8,699,583.0","8,701,387.0","8,663,609.0","8,603,208.0","8,579,964.0","8,541,608.0","8,575,545.0","8,568,795.0","8,525,865.0","8,537,000.0","8,553,715.0","8,562,088.0","8,600,940.0","8,686,820.0","8,608,854.0","8,652,223.0","8,682,325.0","8,709,280.0","8,713,918.0","8,750,475.0","8,825,988.0","8,852,827.0","8,869,280.0","8,882,552.0","8,902,642.0","8,935,175.0","8,964,932.0","9,014,682.0","9,045,700.0","9,057,479.0","9,087,515.0","9,153,708.0","9,182,970.0","9,198,266.0","9,221,202.0","9,226,157.0","9,267,156.0","9,286,236.0","9,346,067.0","9,369,385.0","9,399,528.0","9,420,685.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","7","  Food \1\","DFXARC1","580,641.0","584,609.0","582,450.0","581,175.0","579,091.0","582,129.0","587,866.0","593,553.0","594,168.0","595,070.0","594,796.0","594,788.0","604,518.0","602,253.0","604,553.0","605,364.0","607,843.0","608,976.0","610,188.0","613,628.0","619,641.0","622,803.0","626,563.0","629,224.0","631,564.0","631,950.0","635,058.0","638,959.0","637,235.0","642,154.0","642,178.0","647,361.0","653,125.0","657,167.0","658,750.0","658,414.0","659,586.0","665,247.0","663,421.0","667,824.0","671,542.0","670,377.0","672,943.0","677,945.0","675,645.0","686,791.0","685,634.0","693,341.0","697,260.0","699,144.0","699,706.0","700,714.0","704,873.0","708,214.0","714,089.0","711,648.0","717,627.0","722,458.0","724,932.0","733,822.0","730,993.0","730,000.0","736,560.0","743,572.0","747,224.0","756,939.0","758,800.0","757,812.0","754,753.0","752,191.0","750,323.0","737,564.0","742,367.0","740,343.0","741,246.0","742,013.0","744,430.0","745,069.0","744,526.0","744,282.0","750,396.0","751,133.0","752,114.0","754,628.0","755,159.0","765,899.0","763,443.0","758,474.0","759,614.0","760,128.0","757,859.0","769,729.0","771,510.0","776,000.0","780,993.0","777,461.0","785,809.0","794,379.0","795,843.0","805,104.0","805,800.0","809,277.0","813,017.0","816,566.0","817,735.0","822,780.0","823,325.0","818,435.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","8","  Energy goods and services \2\","DNRGRC1","364,963.0","383,463.0","379,967.0","375,573.0","348,076.0","340,640.0","351,880.0","377,303.0","383,141.0","373,994.0","376,803.0","382,652.0","401,593.0","405,284.0","392,718.0","396,972.0","409,468.0","416,049.0","410,703.0","411,196.0","420,656.0","440,844.0","455,838.0","449,635.0","446,080.0","444,037.0","463,126.0","463,904.0","455,886.0","455,377.0","486,207.0","519,683.0","571,760.0","569,250.0","527,719.0","521,882.0","508,223.0","524,780.0","519,891.0","535,593.0","550,642.0","541,696.0","586,635.0","579,052.0","544,925.0","516,712.0","506,637.0","518,439.0","525,556.0","544,170.0","542,400.0","585,546.0","569,247.0","571,825.0","578,483.0","578,744.0","588,058.0","572,714.0","615,431.0","629,525.0","627,124.0","625,041.0","656,630.0","649,389.0","662,362.0","699,037.0","712,646.0","684,613.0","674,135.0","636,765.0","516,672.0","465,627.0","480,564.0","487,052.0","483,361.0","471,236.0","474,500.0","514,858.0","510,595.0","543,776.0","543,053.0","554,650.0","543,060.0","570,687.0","585,487.0","582,471.0","568,164.0","557,789.0","565,744.0","547,904.0","567,379.0","581,371.0","579,148.0","586,728.0","591,018.0","621,113.0","624,702.0","629,645.0","660,428.0","666,251.0","663,131.0","632,917.0","669,266.0","660,639.0","676,770.0","658,909.0","639,688.0","621,426.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","9","  Market-based PCE \3\","DPCMRC1","6,702,825.0","6,710,739.0","6,755,042.0","6,777,522.0","6,786,570.0","6,820,020.0","6,871,217.0","6,965,103.0","6,959,040.0","6,965,144.0","7,008,769.0","7,029,404.0","7,093,110.0","7,114,356.0","7,146,555.0","7,154,765.0","7,215,704.0","7,201,113.0","7,262,151.0","7,279,148.0","7,342,808.0","7,395,000.0","7,436,588.0","7,494,764.0","7,502,011.0","7,556,534.0","7,591,865.0","7,669,718.0","7,635,756.0","7,717,281.0","7,806,180.0","7,806,359.0","7,859,888.0","7,878,855.0","7,888,534.0","7,919,375.0","7,986,077.0","8,005,781.0","8,033,602.0","8,091,354.0","8,116,678.0","8,139,299.0","8,212,584.0","8,213,106.0","8,232,639.0","8,244,305.0","8,255,859.0","8,342,426.0","8,375,119.0","8,408,578.0","8,450,300.0","8,489,434.0","8,528,926.0","8,535,317.0","8,560,623.0","8,597,479.0","8,633,864.0","8,652,882.0","8,724,234.0","8,764,294.0","8,774,194.0","8,750,022.0","8,801,259.0","8,827,557.0","8,870,197.0","8,920,867.0","8,928,645.0","8,902,079.0","8,849,398.0","8,754,871.0","8,608,177.0","8,526,461.0","8,590,370.0","8,603,463.0","8,565,636.0","8,574,197.0","8,601,000.0","8,645,631.0","8,678,420.0","8,794,083.0","8,727,565.0","8,769,592.0","8,777,224.0","8,834,413.0","8,849,373.0","8,881,749.0","8,929,290.0","8,935,198.0","8,959,274.0","8,961,351.0","8,996,791.0","9,051,809.0","9,082,841.0","9,138,612.0","9,182,871.0","9,217,065.0","9,254,322.0","9,322,366.0","9,383,790.0","9,409,868.0","9,426,822.0","9,409,773.0","9,483,011.0","9,496,775.0","9,570,998.0","9,579,724.0","9,588,593.0","9,583,157.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","10","  Market-based PCE excluding food and energy \3\","DPCXRC1","5,757,497.0","5,742,942.0","5,792,898.0","5,821,046.0","5,859,676.0","5,897,523.0","5,931,743.0","5,994,520.0","5,982,005.0","5,996,356.0","6,037,448.0","6,052,246.0","6,087,282.0","6,107,105.0","6,149,573.0","6,152,721.0","6,198,688.0","6,176,388.0","6,241,563.0","6,254,630.0","6,302,821.0","6,331,666.0","6,354,505.0","6,416,226.0","6,424,691.0","6,480,872.0","6,494,010.0","6,567,187.0","6,542,970.0","6,620,091.0","6,678,139.0","6,639,663.0","6,635,355.0","6,652,793.0","6,702,425.0","6,739,444.0","6,818,651.0","6,816,146.0","6,850,691.0","6,888,346.0","6,894,908.0","6,927,645.0","6,953,430.0","6,956,534.0","7,012,495.0","7,041,229.0","7,064,012.0","7,131,065.0","7,152,690.0","7,165,632.0","7,208,548.0","7,203,522.0","7,255,147.0","7,255,618.0","7,268,389.0","7,307,427.0","7,328,523.0","7,358,063.0","7,384,234.0","7,401,323.0","7,416,457.0","7,395,362.0","7,408,451.0","7,434,976.0","7,460,988.0","7,465,267.0","7,457,571.0","7,460,023.0","7,420,876.0","7,366,279.0","7,341,542.0","7,323,627.0","7,367,792.0","7,376,416.0","7,341,374.0","7,361,289.0","7,382,409.0","7,386,040.0","7,423,632.0","7,506,356.0","7,434,443.0","7,464,135.0","7,482,374.0","7,509,421.0","7,509,048.0","7,533,699.0","7,598,002.0","7,619,259.0","7,634,240.0","7,653,644.0","7,671,879.0","7,701,035.0","7,732,510.0","7,776,211.0","7,811,188.0","7,818,822.0","7,844,134.0","7,898,666.0","7,927,842.0","7,938,837.0","7,958,215.0","7,967,902.0","8,001,051.0","8,019,894.0","8,076,816.0","8,098,358.0","8,125,903.0","8,143,619.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
