"","Table 1#6#4# Price Indexes for Gross Domestic Purchases         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"61","52","  Gross domestic purchases excluding final sales of computers to domestic purchasers","BB05RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.967,37.699,38.368,39.116,39.874,40.899,41.956,43.001,44.2,45.31,46.364,47.613,48.877,49.763,50.545,51.442,52.133,52.703,53.416,53.969,54.337,54.741,55.308,55.649,56.376,56.908,57.329,57.651,58.23,58.587,58.917,59.415,59.786,59.926,60.349,60.818,61.469,61.941,62.494,62.955,63.496,64.125,64.74,65.329,66.064,66.808,67.183,67.683,68.638,69.292,70.083,70.984,71.494,71.843,72.363,72.819,73.297,73.795,74.263,74.665,75.101,75.56,75.883,76.281,76.676,77.111,77.675,78.11,78.607,79.071,79.429,79.861,80.374,80.746,81.173,81.705,82.165,82.393,82.664,83.011,83.079,83.302,83.657,83.995,84.42,84.96,85.439,85.958,86.804,87.23,87.837,88.369,89.012,89.475,89.669,89.789,90.141,90.753,91.192,91.82,92.77,92.872,93.447,93.966,94.933,95.807,96.606,97.567,98.492,99.305,100.565,101.638,102.39,103.341,104.12,104.4,105.502,106.338,106.954,108.198,109.134,110.22,111.414,110.347,109.969,110.139,110.54,111.115
"62","53","  Food \3\","B981RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.871,60.33,60.598,60.304,60.343,60.88,60.835,61.142,62.451,62.497,62.846,62.765,63.055,62.872,62.754,63.205,63.56,63.773,64.658,65.143,65.842,66.401,66.601,66.575,66.757,67.172,68.245,68.847,69.896,71.162,71.813,72.325,73.935,74.104,75.132,75.565,76.603,77.365,77.025,76.93,77.099,77.263,77.78,77.871,77.941,78.507,78.666,79.22,79.339,79.511,80.233,80.394,80.894,81.552,81.751,82.072,82.678,83.505,84.44,85.003,85.014,85.148,85.415,85.595,85.82,86.023,86.315,86.82,87.165,87.401,87.735,88.231,88.732,89.317,90.157,90.522,91.362,91.94,92.724,93.138,93.672,93.766,93.509,93.737,94.265,94.871,95.625,96.78,97.258,98.27,98.681,99.375,99.065,100.06,100.135,100.74,101.206,101.193,101.899,102.447,103.716,105.081,106.182,107.448,108.509,110.497,113.021,114.812,114.498,113.469,112.883,112.867
"63","54","  Energy goods and services","B982RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.153,52.936,54.616,55.148,53.794,54.819,55.35,55.094,55.34,55.571,55.143,55.342,55.377,56.254,55.867,56.095,54.086,48.508,46.884,45.81,48.348,48.902,50.257,50.138,49.453,49.514,50.088,50.018,50.75,54.335,53.186,52.636,54.988,54.377,57.015,62.36,58.836,56.803,56.619,57.345,56.752,57.223,57.988,58.672,58.609,58.218,57.589,58.294,57.887,57.399,58.999,59.262,59.142,59.087,58.786,58.387,60.074,62.079,61.343,62.755,63.938,61.283,61.659,61.93,58.364,56.982,56.547,55.753,55.005,58.242,60.857,62.907,67.327,69.024,71.229,72.745,74.377,75.526,71.74,65.269,63.526,67.523,68.473,70.697,77.997,73.184,76.488,76.736,81.126,82.572,85.062,91.113,91.014,92.34,105.933,110.713,110.101,112.452,116.01,106.564,111.004,116.953,117.296,127.43,133.286,139.459,149.168,117.304,104.867,104.515,113.64,119.002
"64","55","  Gross domestic purchases excluding food and energy","B983RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.299,55.017,55.732,56.384,56.868,57.205,57.812,58.184,58.89,59.472,59.941,60.297,60.928,61.284,61.682,62.19,62.667,63.113,63.639,64.208,64.72,65.159,65.682,66.226,66.873,67.552,68.146,68.783,69.515,70.062,70.502,71.049,71.876,72.643,73.34,74.051,74.735,75.17,75.756,76.221,76.772,77.268,77.685,78.075,78.544,79.009,79.365,79.707,80.155,80.651,81.132,81.556,82.047,82.486,82.823,83.233,83.59,83.744,84.129,84.54,84.888,85.184,85.359,85.636,85.745,85.936,86.208,86.484,86.869,87.218,87.529,87.92,88.583,88.888,89.365,89.815,90.283,90.643,90.911,91.24,91.617,92.08,92.489,93.016,93.668,93.92,94.325,94.794,95.616,96.433,97.143,97.856,98.838,99.574,100.345,101.243,102.022,102.913,103.538,104.153,105.073,105.635,106.187,107.04,107.743,108.544,109.317,109.151,109.215,109.439,109.521,109.919
"65","56","  Gross domestic product","B191RG3",13.4,13.595,13.823,14.106,14.264,14.422,14.679,14.676,14.634,14.541,14.419,14.416,14.362,14.421,14.714,14.964,15.48,15.568,15.619,15.821,15.838,15.905,16.025,16.081,16.096,16.133,16.187,16.241,16.309,16.334,16.324,16.343,16.407,16.497,16.617,16.727,16.891,17.05,17.244,17.348,17.55,17.671,17.809,17.904,18.056,18.134,18.179,18.199,18.267,18.309,18.369,18.446,18.483,18.561,18.646,18.726,18.75,18.786,18.835,18.884,18.992,19.04,19.091,19.159,19.213,19.232,19.266,19.382,19.452,19.518,19.614,19.704,19.788,19.876,19.963,20.086,20.209,20.401,20.591,20.772,20.874,21.002,21.194,21.426,21.658,21.9,22.111,22.418,22.644,22.946,23.279,23.571,23.898,24.241,24.432,24.742,25.115,25.451,25.705,25.909,26.333,26.486,26.728,27.041,27.394,27.851,28.383,28.869,29.465,30.125,31.063,32.022,32.76,33.237,33.857,34.454,34.841,35.208,35.68,36.291,36.901,37.491,38.009,38.652,39.29,40.048,40.741,41.571,42.334,43.364,44.26,45.136,46.126,47.156,48.232,49.591,50.894,51.802,52.754,53.674,54.43,55.105,55.87,56.463,56.946,57.362,57.947,58.366,59.091,59.624,60.111,60.466,61.157,61.471,61.763,62.142,62.457,62.769,63.165,63.622,64.122,64.482,64.99,65.456,65.982,66.618,67.408,67.952,68.662,69.346,69.816,70.256,71.109,71.936,72.604,73.202,73.985,74.503,75.067,75.492,75.919,76.371,76.71,77.146,77.62,78.042,78.409,78.816,79.25,79.633,80.08,80.503,80.985,81.346,81.691,82.11,82.554,82.859,83.269,83.65,84.075,84.45,84.686,85.007,85.134,85.344,85.663,85.888,86.252,86.615,86.919,87.275,87.939,88.386,88.908,89.359,89.977,90.603,90.891,91.144,91.469,91.873,92.282,92.828,93.501,93.78,94.304,94.813,95.624,96.441,97.146,97.864,98.774,99.445,100.47,101.312,102.071,102.98,103.763,104.237,105.327,106.026,106.46,107.072,107.577,108.061,109.13,109.155,109.661,109.656,109.763,109.902
"66","57","      Gross domestic product excluding final sales of computers","BB00RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.106,37.843,38.518,39.32,40.047,41.033,41.901,42.755,43.715,44.722,45.774,47.092,48.341,49.213,50.134,51.034,51.771,52.427,53.173,53.749,54.253,54.687,55.288,55.718,56.452,56.996,57.498,57.864,58.563,58.897,59.204,59.602,59.952,60.274,60.652,61.103,61.639,62.023,62.542,62.993,63.514,64.156,64.935,65.472,66.163,66.86,67.329,67.788,68.662,69.479,70.13,70.727,71.506,72.031,72.627,73.063,73.497,73.98,74.356,74.812,75.307,75.752,76.142,76.568,77.01,77.397,77.855,78.315,78.834,79.227,79.634,80.112,80.632,81.019,81.49,81.945,82.458,82.897,83.203,83.576,83.794,84.086,84.522,84.823,85.269,85.681,86.04,86.448,87.162,87.652,88.215,88.694,89.415,90.083,90.417,90.713,91.086,91.525,91.972,92.558,93.261,93.565,94.119,94.64,95.466,96.288,97.016,97.77,98.719,99.426,100.487,101.367,102.154,103.103,103.92,104.422,105.537,106.271,106.755,107.404,107.932,108.455,109.558,109.606,110.134,110.157,110.303,110.447
"67","58","      Food \3\","BB10RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.452,63.299,63.052,63.208,63.157,63.52,63.917,64.6,65.342,66.002,65.949,66.312,66.393,67.521,69.414,69.576,70.748,71.983,72.509,72.905,74.152,74.528,75.24,75.381,76.468,77.259,76.832,76.936,76.93,77.298,77.578,77.595,77.84,78.343,78.611,79.195,79.532,79.438,79.559,79.686,80.242,81.262,82.054,82.926,83.847,85.142,85.837,85.51,85.509,85.56,85.696,85.749,85.704,85.775,86.061,86.419,86.823,87.004,87.355,87.735,88.235,88.956,89.565,90.166,91.064,91.658,92.729,92.905,93.494,93.482,93.581,93.723,94.246,95.016,95.84,97.561,98.224,99.521,99.138,99.305,99.018,100.087,100.281,100.614,101.01,100.99,101.885,102.705,104.387,105.696,107.011,108.969,110.995,113.391,115.831,115.703,115.433,114.864,113.982,113.627
"68","59","      Energy goods and services","BB11RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.65,68.946,69.477,69.763,70.511,69.428,68.977,65.737,66.704,65.746,67.335,68.267,69.123,69.568,71.702,73.305,71.314,74.137,74.17,72.282,73.652,77.888,77.539,76.907,79.92,79.883,81.318,82.676,81.85,80.659,81.297,84.15,83.518,83.243,84.871,88.069,87.647,85.414,86.307,88.587,86.13,85.206,86.749,86.271,86.52,87.878,86.124,84.973,86.413,88.699,89.97,90.444,88.493,88.685,89.541,88.635,87.93,87.54,86.619,84.137,84.237,87.874,88.845,86.594,92.761,102.899,100.453,95.258,90.805,88.706,89.771,90.129,90.998,93.355,99.294,97.394,98.283,97.69,99.228,98.556,98.041,94.027,106.687,101.245,100.632,103.879,111.487,103.424,108.493,114.047,108.045,92.581,82.004,72.48,84.42,99.311,121.249,112.724,114.089,103.577
"69","60","      Gross domestic product excluding food and energy","BB03RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.796,61.112,61.44,61.842,62.174,62.531,62.957,63.521,63.988,64.371,64.885,65.343,65.891,66.497,67.163,67.701,68.465,69.04,69.521,70.036,70.843,71.6,72.296,72.968,73.657,74.174,74.785,75.205,75.703,76.211,76.546,76.938,77.463,77.9,78.235,78.547,79.014,79.508,79.965,80.356,80.915,81.268,81.548,81.963,82.382,82.592,83.042,83.51,83.937,84.282,84.497,84.831,85.022,85.242,85.55,85.797,86.186,86.578,86.908,87.329,88.013,88.372,88.879,89.383,89.859,90.27,90.575,90.958,91.374,91.856,92.268,92.841,93.518,93.722,94.111,94.606,95.424,96.245,96.993,97.769,98.774,99.518,100.36,101.349,102.155,103.071,103.718,104.346,105.332,105.899,106.396,107.225,107.858,108.448,109.234,109.019,109.144,109.362,109.5,109.905
"70","61","  Final sales of domestic product","B190RG3",13.253,13.444,13.654,13.951,14.1,14.256,14.515,14.524,14.488,14.398,14.277,14.275,14.225,14.285,14.576,14.812,15.313,15.396,15.455,15.659,15.679,15.749,15.87,15.934,15.954,15.993,16.049,16.103,16.168,16.194,16.185,16.205,16.27,16.361,16.479,16.587,16.748,16.906,17.097,17.2,17.401,17.522,17.661,17.758,17.909,17.985,18.03,18.048,18.12,18.16,18.219,18.295,18.333,18.412,18.498,18.577,18.6,18.636,18.684,18.733,18.842,18.89,18.941,19.009,19.063,19.084,19.118,19.233,19.303,19.37,19.466,19.556,19.641,19.729,19.816,19.938,20.062,20.254,20.444,20.625,20.726,20.856,21.05,21.282,21.515,21.757,21.97,22.277,22.503,22.804,23.137,23.427,23.752,24.096,24.287,24.594,24.965,25.298,25.553,25.759,26.184,26.335,26.573,26.883,27.241,27.694,28.223,28.716,29.303,29.952,30.877,31.84,32.571,33.051,33.667,34.268,34.659,35.024,35.493,36.104,36.714,37.301,37.832,38.48,39.115,39.871,40.559,41.382,42.144,43.172,44.06,44.93,45.913,46.935,48.013,49.366,50.642,51.546,52.499,53.43,54.194,54.872,55.635,56.23,56.702,57.122,57.713,58.121,58.839,59.366,59.859,60.227,60.929,61.25,61.548,61.927,62.248,62.57,62.972,63.418,63.911,64.267,64.776,65.253,65.792,66.433,67.234,67.771,68.479,69.165,69.632,70.075,70.928,71.761,72.428,73.042,73.817,74.339,74.893,75.318,75.753,76.206,76.545,76.98,77.459,77.876,78.241,78.651,79.083,79.471,79.927,80.348,80.826,81.189,81.537,81.966,82.421,82.728,83.137,83.525,83.954,84.339,84.589,84.916,85.06,85.278,85.604,85.83,86.199,86.569,86.877,87.236,87.907,88.36,88.884,89.339,89.951,90.583,90.87,91.12,91.438,91.846,92.261,92.81,93.49,93.768,94.293,94.804,95.614,96.431,97.137,97.854,98.766,99.442,100.475,101.318,102.075,102.985,103.767,104.237,105.325,106.032,106.465,107.08,107.623,108.127,109.202,109.078,109.566,109.55,109.681,109.823
"71","62","  Final sales to domestic purchasers","B713RG3",12.969,13.119,13.305,13.6,13.76,13.926,14.191,14.204,14.169,14.089,13.979,13.987,13.957,14.026,14.325,14.574,15.082,15.172,15.225,15.417,15.43,15.491,15.6,15.652,15.663,15.696,15.75,15.806,15.88,15.911,15.907,15.928,15.982,16.069,16.183,16.286,16.441,16.594,16.778,16.877,17.066,17.18,17.31,17.4,17.538,17.608,17.651,17.67,17.746,17.788,17.843,17.916,17.95,18.029,18.113,18.193,18.211,18.234,18.282,18.323,18.42,18.478,18.526,18.595,18.655,18.68,18.721,18.838,18.912,18.983,19.069,19.149,19.217,19.303,19.395,19.528,19.637,19.827,20,20.165,20.246,20.372,20.564,20.786,21.013,21.235,21.46,21.759,21.968,22.265,22.583,22.869,23.201,23.525,23.747,24.057,24.413,24.741,25.014,25.228,25.626,25.801,26.052,26.356,26.709,27.211,27.712,28.238,28.984,29.81,30.719,31.625,32.313,32.807,33.375,33.96,34.35,34.723,35.222,35.804,36.482,37.107,37.689,38.348,38.972,39.727,40.413,41.183,41.982,43.055,44.149,45.226,46.469,47.61,48.699,49.99,51.286,52.207,53.02,53.952,54.673,55.266,56.001,56.577,56.919,57.317,57.884,58.208,58.927,59.447,59.866,60.197,60.785,61.139,61.467,61.958,62.305,62.442,62.89,63.362,63.983,64.434,64.981,65.468,66.033,66.671,67.308,67.903,68.656,69.403,69.777,70.273,71.228,71.898,72.712,73.644,74.143,74.484,74.964,75.408,75.888,76.363,76.805,77.191,77.615,78.041,78.338,78.714,79.1,79.535,80.095,80.494,80.955,81.386,81.69,82.067,82.512,82.793,83.158,83.631,84.001,84.165,84.367,84.644,84.614,84.743,84.992,85.237,85.578,86.051,86.465,86.934,87.745,88.126,88.691,89.182,89.711,90.119,90.252,90.312,90.61,91.194,91.599,92.181,93.093,93.161,93.699,94.196,95.14,95.991,96.756,97.671,98.552,99.33,100.546,101.571,102.28,103.179,103.914,104.161,105.228,106.03,106.598,107.795,108.723,109.785,110.94,109.718,109.311,109.437,109.819,110.37
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Some components of final sales of computers include computer parts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
