"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220"
"47","36","  Transportation","DTRNRC0",37422,39130,40151,38361,40017,41168,41517,40359,37862,38492,39557,41263,42611,43951,43852,46055,46818,47624,47982,48852,50065,50610,52240,49980,55699,55719,56937,57762,59849,57550,58993,59711,58351,61565,61883,62110,67009,68377,71771,72228,74420,75414,76546,77160,75691,77760,78724,73836,84988,87271,89812,92899,94581,96367,98750,103563,109496,109115,108241,107414,106468,112706,118593,113303,116068,118658,128643,134192,142687,144863,148321,153622,163450,166484,169230,173337,172270,186285,187536,191808,197189,198184,214004,219116,231747,216486,226175,231537,254230,247188,256261,245220,254122,249837,255664,263848,261578,280269,292853,305003,314088,322177,319952,330888,345107,353518,374196,356838,357179,352853,377534,362754,349955,373113,395755,387711,402108,403057,402031,411838,419890,434258,438218,420972,447523,434738,441605,447858,416567,412122,422851,421555,436369,444100,456927,467745,469038,482121,485699,504473,516252,518517,531202,546954,543110,549634,557849,565664,580984,599492,600407,614856,638188,623185,646805,659095,641515,660583,671474,703053,686303,731865,750290,753429,798269,786820,801415,807128,814632,812391,799799,829563,791709,812630,843332,825732,850285,839208,872142,866461,888142,895449,907009,945943,944605,963482,1022442,981270,990470,1009596,1036140,991669,1011177,1051085,1055165,1082231,1081346,1079801,1078928,878731,829842,843093,924838,919059,939621,936436,957858,1007983,1064536,1070120,1082745,1100213,1130769,1115543,1138852,1167525,1175234
"48","37","  Communication","DCMCRC0",4735,4788,4862,4952,5047,5143,5267,5365,5434,5504,5588,5704,5787,5855,5934,6050,6263,6371,6491,6591,6619,6898,6999,7235,7273,7414,7617,7838,7564,8167,8282,8470,8634,8787,8919,9151,9432,9533,9719,10031,10399,10611,10840,11067,11294,11562,11659,11910,12164,12532,13019,13339,13740,13998,14669,15004,15393,15946,16349,16837,17201,17489,17776,18288,18735,19645,20364,21078,21617,22140,22774,23168,23489,24024,24380,25324,25886,26678,27504,27988,28541,29228,29767,30163,31154,30888,32153,32989,33891,35364,36372,38223,39025,40536,41701,42961,44013,44916,44861,45562,48093,48438,48078,49078,49655,52150,54969,55643,55864,56652,57530,57376,58293,59491,60988,61167,62012,62228,63834,64481,65451,66781,67781,69092,69190,70084,70903,70193,70957,73092,75097,76335,78489,80527,82504,83050,82899,84660,87164,88345,91036,92371,94258,95386,95879,97521,100054,102314,104374,107118,109468,112306,115734,118238,121648,124804,126576,128779,132524,134493,137555,142768,147386,151200,156024,161392,164370,166484,167195,170633,173644,173807,174786,176268,179193,179627,181867,182582,183625,183549,186101,188538,190975,190968,192107,193515,193980,195495,200579,205611,209295,211800,212988,220386,223125,227069,230592,231699,231691,228948,231385,229393,227207,228181,233121,236349,237222,241198,244959,246967,246823,248201,247756,247224,246695,253555,253452
"49","38","  Recreation","DRRLRC0",18354,18590,18975,19132,19323,19835,19708,19978,19940,20207,20644,21083,21412,21909,22267,22752,23155,23633,24344,24281,25335,26210,26643,26993,27695,28424,28911,30534,31742,32804,34158,34752,35443,35321,36381,36143,38342,39283,40653,41450,42596,43811,43819,44572,46288,46324,47301,48155,48250,49675,50557,51974,53489,55199,56986,59123,61693,62280,63558,64535,65964,68401,70591,70802,73392,75916,78169,80734,83191,84757,87097,89726,90098,93409,96457,99704,101473,104736,107449,111458,114355,118206,120466,122424,124021,123493,127847,134399,136593,140421,144315,145213,147161,149774,152993,155824,160708,166787,171692,178119,183621,188022,191832,196414,202684,205186,207703,213078,217109,219852,228260,236372,239525,245927,249816,252782,261405,270283,276367,285459,286805,293815,299551,302799,310776,313357,316362,318489,321345,324825,328690,330229,338136,341836,348929,358464,366213,374312,382863,390305,398057,409576,418908,429443,434728,445697,455610,463037,466934,478059,486440,494721,499913,505243,512965,519887,530312,539111,552208,562199,573141,586572,599653,615019,629481,636460,644591,648871,650808,653507,653914,664603,674489,679050,680800,689355,691675,704379,725614,740280,756041,765598,776056,784535,799728,812915,821045,837013,859540,863468,871599,893407,902019,912058,925097,935585,931306,941838,929631,891294,885468,873245,878249,886939,894915,900259,909726,923136,934127,948632,957996,967369,982958,990637,1003829,1011190,1023082
"50","39","  Education","DEDURC0",3041,3083,3125,3183,3257,3330,3391,3464,3459,3644,3633,3695,3771,3892,4011,4132,4217,4295,4379,4495,4600,4746,4920,5043,5206,5377,5538,5740,5925,6107,6316,6500,6666,6805,6933,7107,7411,7595,7803,8072,8261,8488,8775,9082,9461,9701,10116,10375,10503,10753,11020,11138,11289,11511,12019,12177,12244,12666,13550,13551,13819,14282,14348,14359,14751,15423,16574,16795,16991,17271,17716,17752,18112,18398,19016,19711,20092,20654,21162,21601,22161,22545,23022,23747,24170,24859,25940,26805,27194,27769,28452,29619,29974,30668,31131,32097,33043,33935,34747,35671,36419,37378,37990,39009,39817,40635,41738,42497,43245,43998,44845,45855,47058,48342,49497,50260,52014,53481,55449,56799,58248,59975,61347,62715,64085,65259,66769,67717,68641,69794,71144,72666,74387,75731,77440,78208,79241,80243,81779,83081,84196,85498,87161,88599,90198,91572,93072,94374,96379,98528,100535,103064,104599,105851,107867,110162,112265,114156,115965,118591,120951,122986,124399,127387,129923,133472,135868,137900,140520,142996,144786,146158,146923,148220,150887,152077,154800,158144,162024,164589,167002,168218,170323,173833,177640,180389,183250,186259,189891,193234,195535,199883,203185,206742,209898,214637,217087,220698,224556,226604,229275,231557,235420,238931,243637,248542,252104,255274,260337,263886,267930,271517,275108,278684,281418,283727,287070
"51","40","  Food services and accommodations","DFSARC0",18949,19465,20093,20446,20295,20658,20457,20528,20812,20781,20874,21388,21691,22048,22451,22836,23011,23205,23272,23735,24360,24813,25040,25298,26044,26867,27498,28313,29013,29409,30005,30110,30335,30503,31147,31843,33468,34200,35101,35609,36030,37345,37727,38742,40284,41662,42262,42287,42529,43237,44176,45246,47025,48245,49599,50674,52731,53504,55530,57566,57850,59723,61404,63477,65539,68028,68957,72760,75095,76754,79297,80061,84800,85598,85665,86595,90232,95187,99992,103005,107068,108528,111431,116658,118460,119475,122103,126847,131637,133861,134590,135573,137129,141017,144565,147322,150098,151971,155080,157049,161618,162685,167010,168351,170546,174569,175366,176715,181356,185258,187811,192323,198093,202182,205120,212123,214895,222439,230327,235726,237496,239795,244803,248292,257001,262063,266674,265200,266442,274091,275802,277246,285059,280601,284249,295341,293500,297763,301743,301418,302128,307896,311225,313426,312686,316180,318504,319492,321033,325591,328522,334446,340022,342081,347750,348388,354175,360828,364286,372747,373129,377865,381999,393332,402915,408979,413740,414870,421157,420286,421091,422379,431725,436972,440380,443654,448381,459218,470269,478805,487720,493707,502962,511924,520312,530921,536769,547625,562082,563669,571102,583943,588381,595651,604024,613937,612359,620044,622014,618590,610779,605968,604588,607643,617947,628096,634790,643221,654788,666346,676257,686399,700505,709030,714080,730742,738986
"52","41","  Financial services and insurance","DIFSRC0",11985,12326,12620,13004,13183,13503,13714,13803,14447,14850,14686,15078,15125,15533,15353,15389,15203,15494,16106,16826,16979,17476,18145,18363,18630,18988,19499,20460,21067,21323,21420,21274,22039,22399,23321,23607,23698,25700,26544,27245,27295,28163,28762,29787,29988,30602,31376,32321,33271,33826,34461,34991,36978,37661,39006,39701,40110,41032,41866,42978,42993,44499,46899,49220,52076,53557,54234,56188,57499,57743,59897,61885,63086,65737,69462,72856,76473,80986,81588,83459,80105,89239,90931,90217,91914,91610,95901,102968,104135,102848,100218,100775,104699,109728,119023,131842,141446,139423,152561,150069,147333,154208,161773,162903,178021,178778,183119,182242,191012,194564,197726,203359,208123,204554,206732,209097,213854,217007,222085,224687,231501,234640,236332,240499,243936,253638,256417,258879,273706,278897,284367,290947,304841,306701,313798,321698,330789,340005,344487,348779,349407,345498,350024,351178,354401,361361,368483,374508,383537,390365,395595,405028,416676,423939,438353,446228,453859,463401,474727,486608,494832,507132,517898,537077,574232,567700,567480,570442,566392,565603,549843,569323,568531,573598,580230,582312,581859,597858,610186,619963,634629,644263,656270,671580,680946,695051,705227,712492,719706,727399,731047,752349,768182,783193,797900,811884,816959,819737,807667,783555,746777,733857,735248,751180,779821,804507,800373,800388,800106,800590,815007,812509,827465,830858,825278,832667,845185
"53","42","  Other goods and services","DOISRC0",20849,21133,21544,22047,22246,22473,22429,22586,22772,23750,23853,24512,24553,24653,24932,25295,25320,25897,26534,26914,27698,27238,28054,28343,29054,29809,30445,31321,32466,33312,33352,34127,34408,35404,36222,37038,37499,38361,39002,39576,39972,40543,41344,42144,43103,43643,44872,45433,46375,46344,47066,48065,49318,50519,51045,53054,54314,56245,57991,59170,60521,61934,62712,63655,65034,66497,68845,70854,73539,75379,76985,79191,79412,82152,85088,88412,89851,92707,94887,95267,96373,98414,101905,104942,108040,108465,110441,115753,118062,120649,122465,123743,123837,126468,128187,132596,137408,141477,145701,149144,152112,155947,159161,163402,167403,170937,175224,179504,182779,186637,191162,199487,202212,206176,209939,214332,219419,222851,227023,232268,238277,243017,248578,252734,257723,261749,264989,264728,264381,267387,268537,271730,282598,287646,293433,296542,300043,304962,307088,306061,310070,313499,319326,324589,326538,330799,334731,338811,343651,349372,352824,357483,360291,365152,371082,377066,384387,391511,397562,405717,422340,426216,433584,444394,451135,459838,466662,471579,476428,480558,486322,490564,496087,501926,506622,512424,519190,526554,535969,543062,550727,553963,562641,568075,578839,584413,587494,597446,607766,612778,619275,631675,641271,647452,653514,657214,660801,670652,673086,661722,659901,666910,671361,677255,684920,687366,696380,705979,712126,724220,727024,730870,740741,746074,751711,760162,766974
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","DNFTRC0",2027,2029,2020,2000,2124,2187,2124,2049,2094,2012,2025,2057,2203,2258,2424,2483,2342,2533,2625,2568,2505,2530,2589,2648,2926,2730,2862,2914,3137,3035,3064,3292,3560,4056,3808,3728,3741,3631,3808,3556,3812,3868,4220,4276,4322,4654,4615,4465,4539,4791,4636,5146,5458,5196,5125,5168,4919,4985,4523,4457,4421,4850,4601,4959,4416,4296,4364,4704,4247,3380,3383,4150,4573,4566,4064,4041,4343,3928,4501,4227,3765,4277,4456,3802,3784,3372,3294,3711,962,236,760,-295,1698,2144,2385,3808,4099,5696,5516,6427,6563,5660,7532,6501,7237,8647,8412,6671,4734,2291,2736,3424,6635,6528,5061,6029,5424,3297,1556,847,-1455,-2623,-4331,-6373,-5496,-5797,-7410,-11988,-10891,-14541,-17048,-18396,-19866,-20285,-19730,-19921,-21199,-22028,-20685,-18736,-16866,-18074,-16531,-18518,-18168,-17932,-24174,-25571,-22678,-26565,-18764,-30034,-23604,-21595,-20894,-19931,-16714,-15053,-10422,-12771,-11925,-13612,-14854,-14802,-14414,-14762,-11396,-12740,-13472,-4940,-5505,-5719,-2994,-3168,-5917,-8511,849,61,794,-3699,1132,930,557,-62,700,-1870,199,1142,3867,5709,3418,2028,3820,3131,-7065,-12651,-12479,-17798,-21951,-12769,-12163,-15049,-11131,-8230,-15005,-16365,-16404,-17313,-16808,-24054,-28433,-26046,-24036,-25321,-31442,-34731,-30724
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",4852,4989,5131,5264,5330,5299,5261,5216,5183,5416,5546,5713,5793,5745,5675,5617,5679,5872,6112,6335,6639,6695,6717,6725,6772,7025,7339,7634,7788,7772,7734,7710,7872,8201,8612,9000,9202,9263,9380,9538,9693,9920,10205,10514,10746,10945,11298,11365,11694,12042,12513,13064,13170,13401,13471,14419,14080,14634,14724,15077,15696,16473,16567,16995,17267,17594,18410,18929,19918,19907,19964,20489,21076,21068,21924,23098,23493,24109,24776,25516,26942,27579,27607,29066,30109,31304,32367,33774,34549,35611,36682,38214,38967,39560,40583,41246,41657,42171,43244,44561,45314,47055,48218,49780,49090,49769,50766,51758,53527,55529,56020,56393,57042,57489,59299,60299,63532,65805,68073,69636,69319,71181,72703,73659,75181,78404,81876,82993,82513,83531,84802,86137,88907,91482,93951,95034,93396,93794,95016,96281,98335,100903,104077,106166,105164,106507,107568,109440,113370,116149,117675,115666,110769,110081,111943,116195,122146,128455,134360,139021,140355,143308,146767,151196,156668,161560,167838,175404,179826,184916,188865,191207,196299,202810,208741,212168,211366,211578,211600,210500,209405,209616,209748,208734,200143,205314,214039,227333,229608,236515,246255,247530,248737,245455,256741,264730,271215,281810,290539,294778,282354,276357,277811,281508,278428,280254,279013,280931,282752,290137,299564,295320,294965,306316,301319,302995,298288
"56","45","  Gross output of nonprofit institutions \2\","DNPERC0",13664,13972,14244,14534,14837,15168,14941,15259,15276,16025,16177,16529,16858,17068,17255,17461,17801,18303,18827,19349,20132,20436,20665,20812,21350,22004,22622,23260,23882,24489,24844,25327,25891,26850,27861,28797,29613,30608,31207,32176,33105,34181,35080,36228,37356,38023,39226,40219,41315,42752,44156,45356,46615,47513,48554,49935,50602,52289,53191,54742,56438,59347,60661,62509,64782,66949,68946,72243,75005,76120,78287,80177,82994,85501,87028,89743,93100,96992,99737,102628,106233,109412,111764,116730,121163,124120,130414,136124,140667,145562,149798,155069,159060,163424,168249,172989,176457,179738,182546,186731,190638,194907,198299,202717,205227,208719,213787,219133,224404,228688,231418,235710,240557,246363,253289,258581,267184,275048,283860,289858,295145,301434,307924,315164,323541,333833,344671,350715,354792,362859,370490,379901,388597,397195,405988,411417,416016,420611,426519,430065,434549,440676,448570,454942,456199,460666,465040,471639,476722,486104,491860,500538,500158,504170,511946,520860,535117,545815,556606,564652,571754,579360,588908,601085,611287,624817,638587,653224,667568,681057,695551,707871,726016,744373,759689,768658,775305,781431,789239,797743,807660,820994,835853,845816,853371,864430,880101,899290,914601,929283,941570,955178,975603,981555,991563,1008743,1025939,1041335,1055402,1063387,1066363,1073149,1084174,1091192,1090714,1105752,1121009,1135925,1146726,1162805,1167812,1180534,1198442,1206830,1225602,1231272,1237804
"57","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316383,322620,326817,331503,333784,336214,339773,344493,348776,351035,354159,357472,362199,363352,369955,374185,384872,389389,394089,400003,404665,412971,417360,422246,425631,431399,436052,442141,449889,454619,463257,470749,477820,487742,496141,506686,516664,529717,541563,550948,556490,563939,569853,577639,587243,598255,611378,626105,637082,653228,659116,666062,671957,684993,692768,695315,707648,726866,736100,734822,744013,754724,759525,764863,768609,784009,796792,806363,809684,812286,825498,841996,854994,863974,872668,868248,885214,903477,900514,924283,928277,939516
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
