"","Table 2#6# Personal Income and Its Disposition, Monthly         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"153","14","   Personal current transfer receipts","A577RC1","1,313,515.0","1,315,761.0","1,325,096.0","1,327,391.0","1,332,054.0","1,341,637.0","1,348,851.0","1,355,104.0","1,362,824.0","1,352,396.0","1,356,562.0","1,369,797.0","1,381,778.0","1,395,182.0","1,400,411.0","1,405,254.0","1,412,250.0","1,415,589.0","1,404,920.0","1,426,646.0","1,423,934.0","1,431,820.0","1,437,618.0","1,450,802.0","1,471,298.0","1,483,663.0","1,489,008.0","1,504,090.0","1,508,278.0","1,506,889.0","1,501,326.0","1,521,427.0","1,527,476.0","1,528,746.0","1,531,585.0","1,529,156.0","1,565,087.0","1,566,227.0","1,575,716.0","1,582,115.0","1,597,454.0","1,614,068.0","1,609,301.0","1,628,450.0","1,624,397.0","1,619,983.0","1,623,500.0","1,653,723.0","1,694,794.0","1,703,713.0","1,706,374.0","1,697,803.0","1,700,244.0","1,697,684.0","1,709,049.0","1,716,052.0","1,734,251.0","1,741,578.0","1,748,641.0","1,771,319.0","1,782,581.0","1,789,579.0","1,807,318.0","1,817,923.0","2,001,595.0","1,983,775.0","1,855,193.0","1,875,085.0","1,895,310.0","1,895,421.0","1,906,684.0","1,940,506.0","1,996,512.0","2,017,844.0","2,056,717.0","2,081,215.0","2,255,463.0","2,143,776.0","2,139,432.0","2,159,321.0","2,179,002.0","2,168,553.0","2,185,709.0","2,210,450.0","2,228,743.0","2,236,326.0","2,271,427.0","2,279,037.0","2,285,363.0","2,293,778.0","2,295,231.0","2,332,496.0","2,321,484.0","2,330,498.0","2,339,001.0","2,343,608.0","2,343,515.0","2,344,587.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","15","     Government social benefits to persons","A063RC1","1,283,940.0","1,286,976.0","1,297,032.0","1,299,912.0","1,305,168.0","1,315,464.0","1,323,420.0","1,330,308.0","1,338,864.0","1,329,096.0","1,334,004.0","1,348,392.0","1,363,224.0","1,377,792.0","1,383,588.0","1,388,796.0","1,396,068.0","1,399,584.0","1,389,036.0","1,410,624.0","1,407,564.0","1,414,944.0","1,419,984.0","1,431,696.0","1,449,217.0","1,459,684.0","1,463,743.0","1,478,155.0","1,481,777.0","1,479,972.0","1,474,046.0","1,494,029.0","1,500,161.0","1,502,031.0","1,505,668.0","1,504,421.0","1,542,273.0","1,544,616.0","1,555,119.0","1,562,118.0","1,577,654.0","1,594,324.0","1,589,207.0","1,607,857.0","1,603,152.0","1,597,709.0","1,600,278.0","1,629,241.0","1,668,593.0","1,677,142.0","1,679,019.0","1,669,255.0","1,670,650.0","1,667,158.0","1,677,826.0","1,684,073.0","1,701,579.0","1,708,247.0","1,714,699.0","1,736,814.0","1,747,441.0","1,753,844.0","1,771,141.0","1,781,463.0","1,964,888.0","1,946,860.0","1,818,110.0","1,837,892.0","1,858,064.0","1,858,179.0","1,869,532.0","1,903,531.0","1,959,806.0","1,981,359.0","2,020,408.0","2,045,033.0","2,219,393.0","2,107,806.0","2,103,545.0","2,123,495.0","2,143,216.0","2,132,785.0","2,149,937.0","2,174,656.0","2,192,148.0","2,199,689.0","2,234,748.0","2,242,317.0","2,248,384.0","2,256,540.0","2,257,824.0","2,295,236.0","2,284,464.0","2,291,159.0","2,300,404.0","2,305,229.0","2,304,942.0","2,307,269.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","16","       Old-age, survivors, disability, and health insurance benefits","B222RC1","723,636.0","726,264.0","730,572.0","731,952.0","738,528.0","739,224.0","739,956.0","745,296.0","746,844.0","749,280.0","752,148.0","761,016.0","765,204.0","775,800.0","778,680.0","782,556.0","785,748.0","788,928.0","785,676.0","801,576.0","797,928.0","801,468.0","804,132.0","814,356.0","821,244.0","832,680.0","832,932.0","839,448.0","840,156.0","844,176.0","845,688.0","849,948.0","851,208.0","854,904.0","856,308.0","867,132.0","908,376.0","917,604.0","926,640.0","931,140.0","939,480.0","954,180.0","940,104.0","954,744.0","957,132.0","956,388.0","958,200.0","975,480.0","985,452.0","988,296.0","993,468.0","992,892.0","1,001,244.0","1,001,424.0","1,000,488.0","1,006,272.0","1,014,612.0","1,010,256.0","1,014,636.0","1,029,408.0","1,037,748.0","1,041,948.0","1,054,416.0","1,054,092.0","1,062,600.0","1,065,636.0","1,073,412.0","1,076,388.0","1,080,792.0","1,083,900.0","1,089,108.0","1,099,596.0","1,131,636.0","1,138,680.0","1,145,412.0","1,154,652.0","1,153,236.0","1,166,784.0","1,166,808.0","1,166,628.0","1,184,220.0","1,183,344.0","1,184,688.0","1,198,404.0","1,187,280.0","1,190,664.0","1,195,908.0","1,207,860.0","1,207,872.0","1,208,592.0","1,219,548.0","1,221,480.0","1,229,508.0","1,229,844.0","1,228,896.0","1,239,192.0","1,240,704.0","1,245,468.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","17","       Government unemployment insurance benefits","B223RC1","49,332.0","49,632.0","53,760.0","54,684.0","51,708.0","57,276.0","54,420.0","52,956.0","55,692.0","51,372.0","51,192.0","51,696.0","46,380.0","43,224.0","39,216.0","34,836.0","36,516.0","34,980.0","33,000.0","35,292.0","31,656.0","32,892.0","32,964.0","30,972.0","35,412.0","31,944.0","30,912.0","30,648.0","31,920.0","29,292.0","30,624.0","30,720.0","29,424.0","34,356.0","30,528.0","30,156.0","30,408.0","29,556.0","28,884.0","29,952.0","29,676.0","28,584.0","30,864.0","30,720.0","29,592.0","30,864.0","29,532.0","30,384.0","32,592.0","32,388.0","28,956.0","31,896.0","30,936.0","28,860.0","33,804.0","30,708.0","33,888.0","34,656.0","32,760.0","36,552.0","35,016.0","34,824.0","37,056.0","36,912.0","35,664.0","40,092.0","44,520.0","60,600.0","69,192.0","61,764.0","67,596.0","85,032.0","85,968.0","94,860.0","113,700.0","112,356.0","127,176.0","143,664.0","135,684.0","150,672.0","148,632.0","135,912.0","144,312.0","150,072.0","143,280.0","138,192.0","156,756.0","137,220.0","137,076.0","136,092.0","123,192.0","150,504.0","133,332.0","128,652.0","131,076.0","123,444.0","122,904.0","113,340.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","18","       Other","W236RC1","510,972.0","511,080.0","512,700.0","513,276.0","514,932.0","518,964.0","529,044.0","532,056.0","536,328.0","528,444.0","530,664.0","535,680.0","551,640.0","558,768.0","565,692.0","571,404.0","573,804.0","575,676.0","570,360.0","573,756.0","577,980.0","580,584.0","582,888.0","586,368.0","592,561.0","595,060.0","599,899.0","608,059.0","609,701.0","606,504.0","597,734.0","613,361.0","619,529.0","612,771.0","618,832.0","607,133.0","603,489.0","597,456.0","599,595.0","601,026.0","608,498.0","611,560.0","618,239.0","622,393.0","616,428.0","610,457.0","612,546.0","623,377.0","650,549.0","656,458.0","656,595.0","644,467.0","638,470.0","636,874.0","643,534.0","647,093.0","653,079.0","663,335.0","667,303.0","670,854.0","674,677.0","677,072.0","679,669.0","690,459.0","866,624.0","841,132.0","700,178.0","700,904.0","708,080.0","712,515.0","712,828.0","718,903.0","742,202.0","747,819.0","761,296.0","778,025.0","938,981.0","797,358.0","801,053.0","806,195.0","810,364.0","813,529.0","820,937.0","826,180.0","861,588.0","870,833.0","882,084.0","897,237.0","903,436.0","911,856.0","915,084.0","923,252.0","921,624.0","932,663.0","940,432.0","942,593.0","941,334.0","948,461.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","19","     Other current transfer receipts, from business (net)","B931RC1","29,575.0","28,785.0","28,064.0","27,479.0","26,886.0","26,173.0","25,431.0","24,796.0","23,960.0","23,300.0","22,558.0","21,405.0","18,554.0","17,390.0","16,823.0","16,458.0","16,182.0","16,005.0","15,884.0","16,022.0","16,370.0","16,876.0","17,634.0","19,106.0","22,081.0","23,979.0","25,265.0","25,935.0","26,501.0","26,917.0","27,280.0","27,398.0","27,315.0","26,715.0","25,917.0","24,735.0","22,814.0","21,611.0","20,597.0","19,997.0","19,800.0","19,744.0","20,094.0","20,593.0","21,245.0","22,274.0","23,222.0","24,482.0","26,201.0","26,571.0","27,355.0","28,548.0","29,594.0","30,526.0","31,223.0","31,979.0","32,672.0","33,331.0","33,942.0","34,505.0","35,140.0","35,735.0","36,177.0","36,460.0","36,707.0","36,915.0","37,083.0","37,193.0","37,246.0","37,242.0","37,152.0","36,975.0","36,706.0","36,485.0","36,309.0","36,182.0","36,070.0","35,970.0","35,887.0","35,826.0","35,786.0","35,768.0","35,772.0","35,794.0","36,595.0","36,637.0","36,679.0","36,721.0","36,979.0","37,238.0","37,407.0","37,260.0","37,020.0","39,339.0","38,596.0","38,379.0","38,573.0","37,318.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","20","   Less: Contributions for government social insurance, domestic","A061RC1","764,040.0","766,260.0","769,668.0","770,844.0","775,836.0","777,924.0","778,776.0","781,716.0","784,896.0","789,108.0","794,316.0","793,620.0","809,976.0","812,700.0","814,296.0","817,440.0","823,236.0","824,112.0","829,416.0","832,608.0","837,228.0","840,120.0","841,344.0","845,220.0","859,848.0","861,864.0","861,432.0","864,144.0","864,960.0","868,296.0","876,564.0","878,892.0","881,544.0","883,896.0","884,496.0","886,668.0","910,164.0","917,136.0","918,852.0","920,424.0","915,228.0","916,488.0","919,380.0","920,016.0","922,956.0","928,740.0","932,604.0","939,960.0","949,956.0","954,396.0","955,872.0","954,528.0","953,124.0","954,960.0","957,192.0","956,256.0","962,712.0","964,992.0","971,484.0","978,324.0","985,920.0","987,480.0","991,356.0","987,552.0","987,336.0","988,260.0","987,336.0","990,660.0","990,492.0","990,960.0","986,448.0","972,852.0","969,228.0","962,544.0","960,912.0","968,820.0","973,644.0","972,312.0","969,240.0","972,240.0","970,428.0","972,516.0","976,008.0","975,756.0","987,264.0","986,748.0","989,304.0","997,980.0","1,003,896.0","1,003,860.0","1,007,580.0","1,010,952.0","1,011,984.0","1,016,916.0","1,016,856.0","1,019,064.0","924,456.0","926,700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","21","Less: Personal current taxes","W055RC1","1,022,900.0","1,021,283.0","1,019,648.0","1,011,153.0","1,017,133.0","1,025,990.0","934,903.0","892,860.0","1,007,849.0","1,012,987.0","1,018,700.0","1,018,758.0","1,008,239.0","1,008,525.0","1,011,172.0","1,016,371.0","1,027,452.0","1,035,260.0","1,052,149.0","1,065,623.0","1,076,325.0","1,084,362.0","1,089,888.0","1,098,486.0","1,157,441.0","1,164,675.0","1,170,586.0","1,182,720.0","1,191,690.0","1,202,580.0","1,214,874.0","1,223,606.0","1,233,610.0","1,244,103.0","1,253,067.0","1,264,116.0","1,309,794.0","1,323,227.0","1,331,473.0","1,339,585.0","1,337,939.0","1,343,175.0","1,347,129.0","1,352,163.0","1,363,710.0","1,374,137.0","1,391,321.0","1,415,171.0","1,442,502.0","1,460,901.0","1,472,841.0","1,475,568.0","1,479,126.0","1,486,395.0","1,493,277.0","1,494,988.0","1,504,241.0","1,506,553.0","1,517,301.0","1,530,191.0","1,528,901.0","1,535,412.0","1,543,222.0","1,523,293.0","1,130,270.0","1,341,309.0","1,350,404.0","1,493,360.0","1,483,355.0","1,468,812.0","1,443,884.0","1,416,202.0","1,247,862.0","1,215,990.0","1,176,393.0","1,121,348.0","1,110,591.0","1,105,438.0","1,112,201.0","1,120,445.0","1,118,342.0","1,117,122.0","1,117,780.0","1,116,788.0","1,133,115.0","1,133,628.0","1,137,354.0","1,143,493.0","1,151,830.0","1,152,049.0","1,170,671.0","1,178,868.0","1,185,058.0","1,199,894.0","1,203,988.0","1,211,406.0","1,266,812.0","1,268,969.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","22","Equals: Disposable personal income","A067RC1","8,133,976.0","8,166,265.0","8,219,297.0","8,255,729.0","8,311,950.0","8,341,200.0","8,442,824.0","8,521,843.0","8,455,867.0","8,508,508.0","8,571,558.0","8,604,387.0","8,634,333.0","8,665,588.0","8,711,504.0","8,764,108.0","8,834,557.0","8,863,510.0","8,894,272.0","8,946,389.0","8,962,427.0","9,015,278.0","9,026,515.0","9,354,626.0","9,050,415.0","9,075,206.0","9,097,335.0","9,147,893.0","9,192,022.0","9,243,281.0","9,306,368.0","9,354,293.0","9,399,689.0","9,444,057.0","9,486,215.0","9,530,898.0","9,651,796.0","9,708,452.0","9,755,253.0","9,821,745.0","9,853,207.0","9,916,430.0","9,939,325.0","9,985,796.0","10,022,477.0","10,061,082.0","10,097,367.0","10,175,177.0","10,198,244.0","10,252,922.0","10,315,320.0","10,340,189.0","10,363,859.0","10,371,727.0","10,413,585.0","10,436,871.0","10,520,224.0","10,558,525.0","10,614,665.0","10,697,012.0","10,729,073.0","10,758,615.0","10,805,991.0","10,813,158.0","11,391,787.0","11,182,762.0","11,059,266.0","10,969,209.0","10,985,554.0","10,966,237.0","10,932,171.0","10,841,460.0","10,912,376.0","10,856,240.0","10,870,881.0","10,989,147.0","11,200,196.0","11,083,535.0","11,036,132.0","11,053,372.0","11,051,405.0","11,061,530.0","11,119,649.0","11,183,915.0","11,191,184.0","11,203,564.0","11,252,062.0","11,334,972.0","11,380,962.0","11,387,963.0","11,388,171.0","11,436,396.0","11,427,272.0","11,480,379.0","11,511,826.0","11,564,397.0","11,656,382.0","11,692,368.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","23","Less: Personal outlays","A068RC1","7,907,136.0","7,906,371.0","7,956,238.0","7,983,195.0","7,995,104.0","8,047,055.0","8,103,407.0","8,197,931.0","8,200,223.0","8,207,122.0","8,262,419.0","8,290,071.0","8,361,924.0","8,388,055.0","8,434,800.0","8,450,366.0","8,536,971.0","8,528,744.0","8,591,874.0","8,615,935.0","8,698,124.0","8,753,474.0","8,801,872.0","8,866,034.0","8,879,509.0","8,936,857.0","8,981,213.0","9,073,146.0","9,036,146.0","9,123,014.0","9,214,761.0","9,227,411.0","9,287,476.0","9,324,398.0","9,336,292.0","9,374,944.0","9,457,426.0","9,491,635.0","9,531,371.0","9,588,606.0","9,618,496.0","9,647,415.0","9,730,938.0","9,752,434.0","9,781,195.0","9,809,789.0","9,831,875.0","9,927,528.0","9,971,587.0","10,014,457.0","10,058,714.0","10,110,764.0","10,164,297.0","10,186,410.0","10,224,966.0","10,262,715.0","10,313,862.0","10,337,899.0","10,409,333.0","10,452,002.0","10,467,159.0","10,455,004.0","10,503,571.0","10,547,705.0","10,584,146.0","10,642,871.0","10,638,545.0","10,616,087.0","10,569,290.0","10,471,181.0","10,338,076.0","10,226,762.0","10,298,150.0","10,310,393.0","10,266,261.0","10,268,298.0","10,284,307.0","10,339,719.0","10,364,579.0","10,485,197.0","10,420,898.0","10,478,411.0","10,502,263.0","10,536,382.0","10,554,002.0","10,602,923.0","10,654,622.0","10,652,562.0","10,670,412.0","10,668,143.0","10,696,154.0","10,743,234.0","10,769,558.0","10,844,272.0","10,876,606.0","10,915,739.0","10,945,905.0","11,015,714.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","24","  Personal consumption expenditures","DPCERC1","7,631,275.0","7,630,616.0","7,678,783.0","7,701,096.0","7,710,105.0","7,760,302.0","7,819,635.0","7,913,168.0","7,914,685.0","7,917,305.0","7,972,255.0","7,998,927.0","8,071,143.0","8,098,345.0","8,146,476.0","8,157,695.0","8,240,882.0","8,229,561.0","8,290,206.0","8,311,325.0","8,390,524.0","8,443,899.0","8,489,528.0","8,551,320.0","8,557,173.0","8,613,952.0","8,657,793.0","8,746,646.0","8,705,900.0","8,789,064.0","8,880,545.0","8,892,881.0","8,953,070.0","8,990,485.0","9,002,008.0","9,038,465.0","9,115,510.0","9,145,550.0","9,183,565.0","9,236,923.0","9,267,277.0","9,295,646.0","9,372,735.0","9,389,063.0","9,413,502.0","9,440,710.0","9,460,520.0","9,550,975.0","9,588,241.0","9,631,349.0","9,678,859.0","9,720,177.0","9,763,775.0","9,775,692.0","9,810,177.0","9,846,062.0","9,896,224.0","9,924,803.0","9,998,917.0","10,041,518.0","10,054,876.0","10,044,800.0","10,097,492.0","10,138,822.0","10,175,703.0","10,234,493.0","10,230,565.0","10,209,743.0","10,165,578.0","10,084,743.0","9,960,556.0","9,856,423.0","9,920,831.0","9,931,438.0","9,886,696.0","9,890,697.0","9,907,201.0","9,962,442.0","9,983,142.0","10,102,099.0","10,036,985.0","10,097,967.0","10,128,156.0","10,168,357.0","10,182,849.0","10,229,912.0","10,279,744.0","10,275,236.0","10,292,091.0","10,288,815.0","10,322,051.0","10,373,216.0","10,403,619.0","10,477,461.0","10,511,366.0","10,552,112.0","10,581,570.0","10,650,696.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","25","  Personal interest payments \1\","B069RC1","177,596.0","177,129.0","178,456.0","181,911.0","184,374.0","185,685.0","184,619.0","185,088.0","185,305.0","184,021.0","183,745.0","184,099.0","183,278.0","181,636.0","179,715.0","182,834.0","185,775.0","188,413.0","190,532.0","193,077.0","195,670.0","198,524.0","200,970.0","203,044.0","203,501.0","203,780.0","204,023.0","207,519.0","211,002.0","214,449.0","215,019.0","215,071.0","214,700.0","212,887.0","213,042.0","215,015.0","220,967.0","224,722.0","226,065.0","224,216.0","223,392.0","223,555.0","229,078.0","233,807.0","237,663.0","236,444.0","238,197.0","242,878.0","245,933.0","245,441.0","241,814.0","251,054.0","260,489.0","270,173.0","272,379.0","273,681.0","274,068.0","267,680.0","264,319.0","263,673.0","262,713.0","259,907.0","255,109.0","253,539.0","252,499.0","251,858.0","250,520.0","248,368.0","245,247.0","233,765.0","224,432.0","216,887.0","219,165.0","220,448.0","220,690.0","219,117.0","218,213.0","217,966.0","220,015.0","221,234.0","221,595.0","214,511.0","207,696.0","201,118.0","202,464.0","203,809.0","205,154.0","205,599.0","206,044.0","206,489.0","201,819.0","197,149.0","192,479.0","190,555.0","188,631.0","186,707.0","187,147.0","187,586.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
