"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"90","1","    Personal consumption expenditures (PCE)","DPCERC1","7,579,794.0","7,572,552.0","7,626,997.0","7,662,555.0","7,669,443.0","7,723,706.0","7,782,949.0","7,878,094.0","7,872,774.0","7,886,894.0","7,946,079.0","7,970,428.0","8,038,115.0","8,071,565.0","8,120,674.0","8,137,500.0","8,210,372.0","8,202,936.0","8,268,142.0","8,290,824.0","8,369,100.0","8,415,140.0","8,455,006.0","8,513,685.0","8,521,906.0","8,575,871.0","8,622,639.0","8,714,048.0","8,676,826.0","8,770,840.0","8,862,730.0","8,866,735.0","8,916,636.0","8,953,197.0","8,981,320.0","9,021,336.0","9,095,313.0","9,127,820.0","9,161,242.0","9,216,717.0","9,247,337.0","9,277,573.0","9,356,297.0","9,364,313.0","9,388,327.0","9,405,048.0","9,421,957.0","9,507,601.0","9,549,755.0","9,587,451.0","9,628,167.0","9,664,906.0","9,704,595.0","9,720,512.0","9,751,010.0","9,791,501.0","9,828,046.0","9,846,276.0","9,920,360.0","9,940,773.0","9,956,354.0","9,947,558.0","9,997,450.0","10,038,169.0","10,087,514.0","10,145,487.0","10,140,355.0","10,127,905.0","10,071,245.0","9,974,750.0","9,842,354.0","9,736,876.0","9,785,310.0","9,768,677.0","9,735,782.0","9,734,085.0","9,755,403.0","9,805,176.0","9,832,789.0","9,958,901.0","9,870,573.0","9,922,932.0","9,944,924.0","10,000,712.0","10,002,905.0","10,031,706.0","10,092,280.0","10,104,440.0","10,136,252.0","10,163,375.0","10,185,051.0","10,248,126.0","10,269,597.0","10,346,832.0","10,404,136.0","10,437,919.0","10,470,020.0","10,517,083.0","10,594,239.0","10,631,908.0","10,663,381.0","10,692,371.0","10,745,298.0","10,770,194.0","10,820,332.0","10,866,275.0","10,883,407.0","10,887,000.0","10,952,491.0","11,038,901.0","11,065,847.0","11,100,316.0","11,093,576.0","11,106,707.0","11,151,211.0","11,175,283.0","11,254,389.0","11,266,080.0","11,289,791.0","11,300,631.0","11,321,424.0","11,397,114.0","11,418,994.0","11,392,367.0","11,413,047.0","11,475,989.0","11,498,788.0","11,538,385.0","11,575,786.0","11,620,030.0","11,682,969.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2","Goods","DGDSRC1","2,655,862.0","2,642,232.0","2,671,455.0","2,676,633.0","2,655,946.0","2,696,353.0","2,723,618.0","2,793,431.0","2,778,375.0","2,765,340.0","2,802,563.0","2,796,861.0","2,822,295.0","2,828,513.0","2,873,675.0","2,852,461.0","2,903,377.0","2,863,900.0","2,896,351.0","2,895,612.0","2,938,616.0","2,959,309.0","2,970,805.0","2,998,129.0","2,989,710.0","3,013,395.0","3,016,069.0","3,081,882.0","3,014,945.0","3,075,325.0","3,135,096.0","3,112,134.0","3,129,109.0","3,137,216.0","3,120,853.0","3,137,611.0","3,200,268.0","3,188,210.0","3,187,291.0","3,222,554.0","3,215,308.0","3,229,094.0","3,275,776.0","3,267,486.0","3,259,278.0","3,244,487.0","3,240,992.0","3,298,832.0","3,291,034.0","3,292,989.0","3,322,284.0","3,330,621.0","3,367,620.0","3,354,998.0","3,369,935.0","3,361,458.0","3,392,092.0","3,392,367.0","3,432,419.0","3,431,069.0","3,418,973.0","3,381,357.0","3,418,470.0","3,429,737.0","3,455,836.0","3,490,702.0","3,478,006.0","3,473,987.0","3,398,781.0","3,300,193.0","3,174,017.0","3,088,351.0","3,140,409.0","3,151,000.0","3,119,463.0","3,115,313.0","3,144,224.0","3,185,624.0","3,206,832.0","3,310,319.0","3,217,619.0","3,237,751.0","3,266,849.0","3,285,927.0","3,284,995.0","3,290,975.0","3,338,605.0","3,325,198.0","3,321,608.0","3,330,073.0","3,332,362.0","3,370,492.0","3,384,362.0","3,436,407.0","3,458,940.0","3,479,750.0","3,503,937.0","3,526,535.0","3,566,014.0","3,588,302.0","3,582,433.0","3,593,771.0","3,613,866.0","3,611,071.0","3,641,996.0","3,672,946.0","3,673,441.0","3,658,257.0","3,691,637.0","3,738,086.0","3,758,308.0","3,754,427.0","3,733,001.0","3,727,919.0","3,744,836.0","3,779,653.0","3,830,317.0","3,825,045.0","3,825,778.0","3,827,552.0","3,826,750.0","3,872,198.0","3,856,399.0","3,825,018.0","3,840,164.0","3,880,310.0","3,900,459.0","3,912,820.0","3,925,134.0","3,948,615.0","3,964,074.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","3","  Durable goods","DDURRC1","985,528.0","957,423.0","979,095.0","1,002,286.0","1,004,963.0","1,016,282.0","1,029,094.0","1,061,519.0","1,036,163.0","1,035,241.0","1,055,350.0","1,047,387.0","1,047,287.0","1,062,707.0","1,076,857.0","1,066,426.0","1,094,443.0","1,054,101.0","1,081,618.0","1,071,324.0","1,099,789.0","1,092,324.0","1,092,217.0","1,118,760.0","1,102,384.0","1,108,678.0","1,120,475.0","1,154,863.0","1,107,724.0","1,159,192.0","1,197,828.0","1,133,369.0","1,105,032.0","1,094,138.0","1,113,507.0","1,129,587.0","1,163,410.0","1,146,050.0","1,150,525.0","1,152,431.0","1,138,686.0","1,149,927.0","1,165,641.0","1,146,425.0","1,161,848.0","1,161,992.0","1,161,912.0","1,174,532.0","1,175,278.0","1,172,673.0","1,172,094.0","1,176,095.0","1,196,227.0","1,182,504.0","1,179,351.0","1,189,239.0","1,201,972.0","1,199,406.0","1,192,647.0","1,178,103.0","1,167,064.0","1,146,730.0","1,143,156.0","1,140,319.0","1,144,872.0","1,134,351.0","1,106,573.0","1,122,636.0","1,076,337.0","1,028,015.0","1,018,981.0","998,357.0","1,028,831.0","1,010,448.0","996,781.0","988,831.0","1,008,748.0","1,016,699.0","1,030,476.0","1,103,315.0","1,003,684.0","1,014,713.0","1,037,812.0","1,039,482.0","1,025,644.0","1,024,999.0","1,069,939.0","1,063,522.0","1,064,542.0","1,066,006.0","1,069,815.0","1,076,519.0","1,078,942.0","1,104,937.0","1,102,302.0","1,101,153.0","1,107,391.0","1,112,328.0","1,125,513.0","1,125,411.0","1,114,505.0","1,109,967.0","1,126,698.0","1,121,667.0","1,138,680.0","1,160,075.0","1,157,466.0","1,159,239.0","1,173,128.0","1,188,457.0","1,191,327.0","1,188,587.0","1,187,534.0","1,191,747.0","1,195,676.0","1,203,236.0","1,220,575.0","1,211,810.0","1,236,200.0","1,244,042.0","1,243,507.0","1,246,283.0","1,244,699.0","1,250,215.0","1,254,764.0","1,267,421.0","1,267,319.0","1,285,159.0","1,269,447.0","1,281,830.0","1,306,665.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","4","  Nondurable goods","DNDGRC1","1,670,333.0","1,684,809.0","1,692,360.0","1,674,346.0","1,650,984.0","1,680,072.0","1,694,525.0","1,731,912.0","1,742,212.0","1,730,099.0","1,747,213.0","1,749,474.0","1,775,007.0","1,765,806.0","1,796,817.0","1,786,035.0","1,808,934.0","1,809,799.0","1,814,733.0","1,824,288.0","1,838,827.0","1,866,985.0","1,878,589.0","1,879,369.0","1,887,327.0","1,904,716.0","1,895,594.0","1,927,018.0","1,907,221.0","1,916,133.0","1,937,267.0","1,978,765.0","2,024,077.0","2,043,079.0","2,007,346.0","2,008,024.0","2,036,858.0","2,042,160.0","2,036,766.0","2,070,123.0","2,076,622.0","2,079,167.0","2,110,135.0","2,121,061.0","2,097,430.0","2,082,495.0","2,079,080.0","2,124,300.0","2,115,756.0","2,120,316.0","2,150,190.0","2,154,527.0","2,171,393.0","2,172,495.0","2,190,583.0","2,172,218.0","2,190,120.0","2,192,961.0","2,239,771.0","2,252,966.0","2,251,909.0","2,234,627.0","2,275,314.0","2,289,418.0","2,310,964.0","2,356,351.0","2,371,433.0","2,351,350.0","2,322,444.0","2,272,178.0","2,155,035.0","2,089,995.0","2,111,578.0","2,140,552.0","2,122,682.0","2,126,483.0","2,135,477.0","2,168,925.0","2,176,356.0","2,207,004.0","2,213,935.0","2,223,038.0","2,229,037.0","2,246,445.0","2,259,351.0","2,265,976.0","2,268,666.0","2,261,676.0","2,257,066.0","2,264,067.0","2,262,547.0","2,293,972.0","2,305,420.0","2,331,471.0","2,356,638.0","2,378,596.0","2,396,547.0","2,414,207.0","2,440,501.0","2,462,892.0","2,467,928.0","2,483,803.0","2,487,168.0","2,489,404.0","2,503,317.0","2,512,871.0","2,515,975.0","2,499,018.0","2,518,509.0","2,549,629.0","2,566,981.0","2,565,840.0","2,545,468.0","2,536,173.0","2,549,160.0","2,576,417.0","2,609,743.0","2,613,235.0","2,589,577.0","2,583,510.0","2,583,243.0","2,625,915.0","2,611,700.0","2,574,804.0","2,585,399.0","2,612,889.0","2,633,140.0","2,627,662.0","2,655,688.0","2,666,785.0","2,657,408.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","5","Services","DSERRC1","4,923,932.0","4,930,320.0","4,955,542.0","4,985,922.0","5,013,497.0","5,027,352.0","5,059,331.0","5,084,663.0","5,094,398.0","5,121,554.0","5,143,516.0","5,173,566.0","5,215,820.0","5,243,052.0","5,247,000.0","5,285,039.0","5,306,996.0","5,339,036.0","5,371,792.0","5,395,212.0","5,430,484.0","5,455,831.0","5,484,200.0","5,515,556.0","5,532,196.0","5,562,476.0","5,606,570.0","5,632,166.0","5,661,881.0","5,695,514.0","5,727,634.0","5,754,601.0","5,787,527.0","5,815,980.0","5,860,466.0","5,883,724.0","5,895,045.0","5,939,610.0","5,973,951.0","5,994,163.0","6,032,029.0","6,048,479.0","6,080,521.0","6,096,827.0","6,129,049.0","6,160,561.0","6,180,965.0","6,208,769.0","6,258,721.0","6,294,463.0","6,305,884.0","6,334,285.0","6,336,975.0","6,365,513.0","6,381,075.0","6,430,043.0","6,435,953.0","6,453,909.0","6,487,941.0","6,509,703.0","6,537,381.0","6,566,201.0","6,578,981.0","6,608,432.0","6,631,679.0","6,654,785.0","6,662,349.0","6,653,918.0","6,672,464.0","6,674,557.0","6,668,338.0","6,648,524.0","6,644,902.0","6,617,676.0","6,616,319.0","6,618,771.0","6,611,178.0","6,619,553.0","6,625,958.0","6,648,582.0","6,652,953.0","6,685,181.0","6,678,075.0","6,714,785.0","6,717,910.0","6,740,732.0","6,753,675.0","6,779,242.0","6,814,645.0","6,833,302.0","6,852,689.0","6,877,635.0","6,885,234.0","6,910,425.0","6,945,196.0","6,958,169.0","6,966,082.0","6,990,547.0","7,028,225.0","7,043,606.0","7,080,948.0","7,098,600.0","7,131,432.0","7,159,123.0","7,178,336.0","7,193,329.0","7,209,965.0","7,228,744.0","7,260,853.0","7,300,815.0","7,307,539.0","7,345,889.0","7,360,574.0","7,378,788.0","7,406,376.0","7,395,630.0","7,424,072.0","7,441,035.0","7,464,013.0","7,473,079.0","7,494,674.0","7,524,916.0","7,562,595.0","7,567,349.0","7,572,883.0","7,595,679.0","7,598,329.0","7,625,565.0","7,650,652.0","7,671,415.0","7,718,896.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","6","  PCE excluding food and energy","DPCCRC1","6,637,412.0","6,611,128.0","6,668,829.0","6,707,163.0","6,744,407.0","6,799,288.0","6,842,711.0","6,908,045.0","6,896,878.0","6,918,238.0","6,971,354.0","6,990,501.0","7,031,623.0","7,064,863.0","7,120,750.0","7,130,363.0","7,188,380.0","7,174,235.0","7,241,774.0","7,261,201.0","7,324,858.0","7,349,812.0","7,371,578.0","7,432,382.0","7,441,197.0","7,494,842.0","7,522,049.0","7,605,671.0","7,577,601.0","7,666,999.0","7,730,463.0","7,698,917.0","7,694,458.0","7,727,188.0","7,790,563.0","7,831,894.0","7,920,238.0","7,926,331.0","7,965,994.0","8,003,487.0","8,014,368.0","8,053,418.0","8,086,103.0","8,099,003.0","8,156,637.0","8,190,891.0","8,218,458.0","8,287,171.0","8,315,040.0","8,329,717.0","8,372,398.0","8,368,964.0","8,422,467.0","8,431,899.0","8,451,167.0","8,495,418.0","8,518,026.0","8,550,395.0","8,575,915.0","8,585,247.0","8,602,630.0","8,592,019.0","8,604,038.0","8,640,092.0","8,672,415.0","8,685,009.0","8,667,437.0","8,681,521.0","8,636,165.0","8,580,136.0","8,560,380.0","8,517,613.0","8,547,364.0","8,529,673.0","8,490,606.0","8,504,212.0","8,523,633.0","8,535,475.0","8,572,992.0","8,666,081.0","8,576,141.0","8,617,372.0","8,648,374.0","8,668,249.0","8,665,305.0","8,688,141.0","8,769,898.0","8,795,716.0","8,812,683.0","8,843,149.0","8,863,658.0","8,905,621.0","8,924,786.0","8,987,180.0","9,021,116.0","9,021,311.0","9,053,354.0","9,099,975.0","9,145,627.0","9,173,454.0","9,194,844.0","9,224,672.0","9,259,450.0","9,294,101.0","9,335,812.0","9,380,882.0","9,408,761.0","9,441,758.0","9,499,964.0","9,562,245.0","9,585,470.0","9,599,512.0","9,615,051.0","9,631,885.0","9,669,400.0","9,678,983.0","9,727,155.0","9,741,705.0","9,794,075.0","9,829,327.0","9,838,699.0","9,850,589.0","9,870,611.0","9,894,417.0","9,922,187.0","9,957,969.0","9,988,610.0","10,035,052.0","10,038,990.0","10,088,795.0","10,141,125.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","7","  Food \1\","DFXARC1","586,785.0","589,388.0","590,530.0","591,759.0","588,220.0","595,665.0","600,958.0","607,596.0","608,836.0","609,890.0","613,084.0","612,253.0","620,909.0","617,078.0","623,435.0","625,413.0","628,642.0","629,233.0","631,523.0","634,725.0","640,365.0","643,069.0","646,605.0","650,258.0","653,299.0","655,408.0","656,803.0","664,153.0","661,961.0","666,686.0","666,327.0","670,770.0","675,462.0","680,981.0","682,274.0","684,469.0","684,928.0","691,877.0","689,719.0","692,835.0","697,154.0","696,835.0","699,727.0","703,380.0","702,119.0","712,468.0","712,369.0","719,713.0","722,591.0","725,581.0","728,443.0","727,435.0","731,646.0","736,220.0","741,172.0","738,246.0","742,196.0","745,163.0","752,068.0","757,222.0","755,498.0","755,689.0","762,401.0","770,671.0","774,549.0","784,423.0","784,746.0","784,040.0","782,433.0","777,646.0","774,511.0","768,009.0","770,226.0","768,751.0","767,820.0","765,794.0","768,059.0","768,388.0","766,547.0","767,005.0","770,322.0","771,950.0","772,952.0","781,685.0","779,485.0","790,806.0","785,792.0","781,618.0","783,102.0","781,232.0","777,664.0","790,191.0","792,002.0","794,649.0","803,162.0","807,098.0","811,177.0","816,832.0","818,905.0","829,716.0","829,363.0","834,461.0","836,671.0","842,045.0","841,008.0","846,775.0","849,527.0","839,361.0","852,711.0","853,875.0","856,458.0","861,637.0","860,943.0","860,272.0","865,123.0","864,120.0","868,653.0","872,938.0","870,272.0","872,169.0","875,095.0","880,579.0","881,027.0","873,026.0","878,568.0","881,348.0","884,830.0","884,263.0","889,584.0","888,570.0","891,595.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","8","  Energy goods and services \2\","DNRGRC1","355,597.0","372,036.0","367,638.0","363,633.0","336,817.0","328,754.0","339,280.0","362,453.0","367,059.0","358,767.0","361,642.0","367,674.0","385,583.0","389,624.0","376,489.0","381,724.0","393,351.0","399,468.0","394,846.0","394,899.0","403,877.0","422,259.0","436,822.0","431,045.0","427,411.0","425,621.0","443,787.0","444,224.0","437,264.0","437,155.0","465,940.0","497,048.0","546,716.0","545,028.0","508,482.0","504,973.0","490,147.0","509,613.0","505,528.0","520,395.0","535,815.0","527,320.0","570,467.0","561,930.0","529,571.0","501,689.0","491,130.0","500,717.0","512,124.0","532,153.0","527,327.0","568,507.0","550,482.0","552,393.0","558,671.0","557,837.0","567,823.0","550,719.0","592,377.0","598,303.0","598,227.0","599,850.0","631,011.0","627,405.0","640,551.0","676,055.0","688,173.0","662,344.0","652,647.0","616,969.0","507,463.0","451,254.0","467,720.0","470,253.0","477,356.0","464,078.0","463,710.0","501,313.0","493,250.0","525,816.0","524,110.0","533,610.0","523,599.0","550,777.0","558,115.0","552,760.0","536,590.0","527,106.0","540,467.0","538,994.0","543,730.0","552,315.0","552,808.0","565,003.0","579,858.0","609,509.0","605,489.0","600,276.0","629,707.0","628,738.0","639,174.0","633,238.0","649,177.0","634,048.0","643,512.0","638,619.0","625,118.0","605,882.0","599,816.0","622,781.0","623,918.0","639,167.0","617,583.0","614,550.0","616,689.0","632,179.0","658,580.0","651,437.0","625,444.0","599,135.0","607,630.0","665,947.0","667,356.0","624,924.0","612,292.0","636,672.0","625,349.0","619,070.0","647,212.0","642,665.0","650,249.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","9","  Market-based PCE \3\","DPCMRC1","6,679,016.0","6,680,755.0","6,731,777.0","6,762,818.0","6,767,816.0","6,814,268.0","6,863,554.0","6,959,400.0","6,955,221.0","6,964,287.0","7,020,137.0","7,039,124.0","7,097,776.0","7,121,668.0","7,168,506.0","7,179,737.0","7,240,273.0","7,227,376.0","7,288,125.0","7,305,600.0","7,371,312.0","7,418,660.0","7,454,859.0","7,509,644.0","7,508,083.0","7,566,428.0","7,595,962.0","7,679,349.0","7,648,689.0","7,730,423.0","7,820,838.0","7,818,965.0","7,867,607.0","7,890,475.0","7,905,684.0","7,941,366.0","8,004,091.0","8,028,274.0","8,054,509.0","8,107,263.0","8,138,077.0","8,163,290.0","8,240,343.0","8,241,509.0","8,267,556.0","8,277,472.0","8,286,252.0","8,365,729.0","8,398,980.0","8,429,875.0","8,470,344.0","8,505,203.0","8,543,914.0","8,554,988.0","8,580,089.0","8,619,992.0","8,649,619.0","8,666,801.0","8,742,125.0","8,757,934.0","8,770,927.0","8,754,064.0","8,808,940.0","8,840,638.0","8,893,500.0","8,946,014.0","8,950,414.0","8,936,385.0","8,877,248.0","8,785,758.0","8,652,364.0","8,568,573.0","8,628,574.0","8,627,732.0","8,601,015.0","8,606,462.0","8,631,043.0","8,676,542.0","8,703,941.0","8,825,682.0","8,742,259.0","8,780,895.0","8,791,651.0","8,850,233.0","8,848,533.0","8,870,162.0","8,919,556.0","8,922,005.0","8,948,488.0","8,974,719.0","8,990,112.0","9,048,265.0","9,069,114.0","9,137,740.0","9,194,616.0","9,232,322.0","9,258,997.0","9,301,561.0","9,379,377.0","9,416,593.0","9,443,573.0","9,469,270.0","9,512,604.0","9,532,339.0","9,578,033.0","9,627,417.0","9,644,722.0","9,638,410.0","9,693,430.0","9,780,470.0","9,811,926.0","9,840,070.0","9,832,442.0","9,839,280.0","9,880,978.0","9,913,547.0","9,987,962.0","9,989,180.0","10,018,085.0","10,022,242.0","10,052,648.0","10,127,743.0","10,146,953.0","10,115,664.0","10,133,212.0","10,193,426.0","10,209,599.0","10,237,828.0","10,280,155.0","10,321,952.0","10,381,600.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","10","  Market-based PCE excluding food and energy \3\","DPCXRC1","5,736,909.0","5,719,602.0","5,773,876.0","5,807,692.0","5,843,046.0","5,890,117.0","5,923,584.0","5,989,622.0","5,979,601.0","5,995,912.0","6,045,699.0","6,059,494.0","6,091,587.0","6,115,277.0","6,168,901.0","6,172,926.0","6,218,613.0","6,199,015.0","6,262,104.0","6,276,328.0","6,327,428.0","6,353,693.0","6,371,798.0","6,428,710.0","6,427,743.0","6,485,769.0","6,495,743.0","6,571,346.0","6,549,840.0","6,626,962.0","6,688,954.0","6,651,535.0","6,645,820.0","6,664,860.0","6,715,328.0","6,752,330.0","6,829,443.0","6,827,223.0","6,859,711.0","6,894,490.0","6,905,572.0","6,939,606.0","6,970,625.0","6,976,678.0","7,036,347.0","7,063,799.0","7,083,234.0","7,145,773.0","7,164,705.0","7,172,559.0","7,214,978.0","7,209,658.0","7,262,176.0","7,266,761.0","7,280,631.0","7,324,296.0","7,339,992.0","7,371,320.0","7,398,092.0","7,402,835.0","7,417,634.0","7,398,955.0","7,415,959.0","7,442,990.0","7,478,826.0","7,485,959.0","7,477,915.0","7,490,418.0","7,442,582.0","7,391,555.0","7,370,798.0","7,349,716.0","7,391,018.0","7,389,119.0","7,356,231.0","7,376,982.0","7,399,668.0","7,407,235.0","7,444,539.0","7,533,257.0","7,448,225.0","7,475,733.0","7,495,498.0","7,518,169.0","7,511,336.0","7,527,002.0","7,597,583.0","7,613,689.0","7,625,326.0","7,654,898.0","7,669,120.0","7,706,155.0","7,724,693.0","7,778,470.0","7,811,970.0","7,816,078.0","7,842,684.0","7,884,797.0","7,931,104.0","7,958,478.0","7,975,377.0","8,001,920.0","8,027,113.0","8,056,617.0","8,093,901.0","8,142,432.0","8,170,509.0","8,193,628.0","8,241,394.0","8,304,332.0","8,332,088.0","8,339,823.0","8,354,486.0","8,365,035.0","8,399,747.0","8,417,826.0","8,461,301.0","8,465,367.0","8,522,915.0","8,551,464.0","8,570,425.0","8,581,697.0","8,599,029.0","8,618,157.0","8,642,781.0","8,675,822.0","8,699,827.0","8,734,895.0","8,743,755.0","8,791,112.0","8,840,152.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
