"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"165","12","    Other nondurable goods","DONGRC0",364265,361009,363768,366195,369174,371893,371726,372813,376943,376151,380256,382579,379466,384262,387409,390243,391037,394190,396829,398002,400184,404626,406412,409863,406979,411959,416305,415492,416888,419882,423182,424469,427155,428585,432315,432398,437920,437730,436979,443266,445791,451407,453695,455169,460005,461092,467405,477672,487152,488156,486956,490801,493373,492502,488204,497877,507026,509074,518314,530492,509781,512055,525652,534575,535177,533426,537663,541081,549172,548863,551104,556217,551603,552801,551882,555961,564255,561608,571841,574523,569957,580459,582839,580291,588948,590102,587291,592049,586482,597225,596328,593212,599937,599246,604671,602714,609709,612113,614176,613888,611200,624899,627411,634943,633082,634492,642419,641184,645100,637700,650898,652639,656061,653770,659202,661932,666868,670253,670338,673250,676806,682354,676313,684704,684465,688647,689305,694955,696358,702714,705891,710408,718562,721495,725016,728015,729037,729860,730729,734829,735500,743201,745417,754445,753950,751924,759302,756583,760628,762974,767319,768162,766190,770823,777241,774043,777598,773784,776876,783974,789553,790387,796552,791175,788640,786943,784193,780994,784050,791368,795846,805560,802164,800864,808203,810040,817239,819230,816899,822230,822866,824099,831108,832909,829469,838225,840140,846096,850170,854122,860736,859633,872331,871835,878574,883205,884942,890742,891390,896326,898154,903765,906933,910516,918683,920369,922793,923786,924697,918459,931668,929914,933550,931983,NA,NA
"166","13","Services","DSERRC0",3081858,3102964,3116829,3132968,3153534,3174301,3180291,3205669,3203994,3218477,3237785,3252271,3265199,3286173,3305227,3318572,3333731,3346394,3364179,3377223,3394221,3407195,3424938,3448161,3469709,3483094,3488244,3515743,3529542,3543116,3575350,3591051,3612178,3642537,3641853,3673883,3682553,3713292,3741050,3752110,3778242,3808579,3823608,3845871,3869157,3880468,3891893,3914744,3935036,3944499,3971491,3999898,4012212,4030915,4061728,4082500,4109092,4133920,4161049,4191180,4226136,4268417,4300776,4305885,4331008,4361844,4380843,4403226,4434510,4455422,4477971,4508820,4541708,4545114,4567228,4581666,4603356,4615905,4630884,4654663,4596223,4662346,4673161,4705357,4718092,4742512,4757642,4785213,4806887,4820345,4849691,4854470,4873531,4901186,4910095,4931133,4959231,4965954,4990683,5021075,5048124,5061594,5093314,5117385,5127038,5152753,5173081,5202641,5240724,5266795,5270947,5308656,5330308,5362050,5393321,5415314,5447122,5471564,5501267,5533411,5553609,5587573,5631898,5653081,5680065,5710409,5739830,5766589,5800583,5830213,5873459,5894273,5904477,5947985,5982834,6005894,6045525,6061455,6093242,6110103,6143950,6180642,6204905,6234175,6276250,6312404,6326251,6360623,6363744,6391003,6404128,6454612,6458228,6480621,6520856,6551207,6577264,6600189,6611044,6638766,6661192,6678928,6683719,6667997,6687389,6688363,6679491,6671812,6663947,6640275,6624476,6625033,6615745,6624799,6630242,6650330,6652679,6686480,6681927,6722455,6727804,6752512,6772440,6798328,6833763,6847634,6863369,6888711,6895707,6915282,6947590,6967124,6972851,6998925,7042867,7055832,7086627,7099395,7131514,7149482,7161850,7166775,7182357,7202190,7220022,7260067,7273881,7311010,7327601,7338448,7356526,7347517,7370872,7378833,NA,NA
"167","14","  Household consumption expenditures (for services)","DHCERC0",2976683,2998047,3011430,3026941,3047010,3067332,3073193,3098129,3095930,3109756,3128388,3142069,3153290,3172726,3190473,3203368,3217683,3229198,3246074,3259546,3276981,3290244,3308822,3334229,3357854,3372584,3378303,3405861,3419618,3432679,3464453,3479183,3499112,3528021,3525679,3555987,3562408,3591154,3616897,3625750,3649651,3678165,3691181,3711357,3733017,3742744,3752662,3774636,3794935,3804460,3830564,3857537,3868923,3886642,3916362,3935807,3960851,3984074,4009964,4038525,4071603,4111917,4141805,4146095,4169734,4198227,4215282,4235732,4264049,4282349,4302096,4331558,4362774,4365598,4386201,4398772,4418194,4429214,4443017,4465828,4406326,4471905,4482117,4513220,4524056,4546307,4558984,4584382,4604214,4615417,4642780,4645407,4663284,4690011,4697378,4718521,4747610,4755151,4779010,4809841,4836558,4849658,4881331,4905863,4915743,4941688,4962464,4992825,5031081,5057557,5061614,5099644,5120661,5151862,5183134,5205559,5237820,5261361,5291627,5327053,5352006,5388751,5431892,5449655,5474733,5503225,5530163,5553213,5581510,5604797,5645551,5665598,5675330,5718798,5752345,5772742,5809176,5821410,5849037,5863324,5896168,5933749,5957464,5985918,6026589,6063661,6078447,6115810,6119266,6143930,6151681,6197792,6197273,6216639,6255417,6286438,6309704,6329385,6335763,6360855,6379303,6393296,6395608,6377477,6394402,6393179,6383652,6378503,6377572,6358672,6345393,6347791,6339634,6349079,6353645,6372672,6373501,6404735,6400083,6441521,6448817,6474557,6494100,6518442,6553137,6567386,6584362,6609414,6616972,6635438,6666474,6685290,6690553,6716979,6758855,6769380,6796614,6805446,6833331,6848803,6862021,6869462,6887052,6908848,6925907,6965560,6977609,7008112,7021109,7028889,7045083,7034808,7055995,7061654,NA,NA
"168","15","    Housing and utilities","DHUTRC0",887357,895837,890917,903183,909115,912213,920781,929219,920710,923026,934991,938007,942615,951095,952757,954655,959819,958511,956210,965939,963727,972126,978237,979260,988738,989285,985813,1001756,1001332,1000946,1011593,1011957,1020546,1036920,1030115,1039891,1029897,1042001,1050879,1049327,1062112,1072121,1071398,1076249,1081228,1078497,1079884,1089262,1098396,1095928,1108682,1112860,1116441,1125044,1133237,1136447,1141114,1143835,1140319,1148235,1157181,1162099,1159587,1172925,1183566,1196674,1198163,1208351,1217787,1223761,1237870,1264693,1262662,1269911,1280877,1272880,1283172,1287923,1293603,1295621,1297994,1305527,1296081,1306670,1307511,1311081,1320427,1323628,1332176,1329490,1336857,1337726,1343036,1357815,1357780,1359650,1373352,1375906,1376799,1395387,1391600,1382762,1394478,1399099,1398645,1406529,1413060,1419016,1426427,1435131,1424162,1443084,1448488,1456401,1463039,1467529,1481632,1488450,1501998,1512205,1519258,1525176,1550898,1551682,1567662,1579592,1590246,1599406,1611508,1622414,1631876,1641197,1617797,1649377,1662437,1662510,1683315,1684631,1709628,1703809,1710058,1722063,1716610,1711906,1731847,1744119,1731700,1759547,1740056,1749603,1751344,1772183,1766567,1761405,1780745,1784702,1791744,1805388,1808984,1816957,1824444,1834150,1842764,1832753,1840176,1849959,1859521,1865619,1872192,1863663,1874650,1872080,1865959,1868246,1862776,1874211,1873200,1881958,1861231,1888492,1884718,1886015,1876720,1873670,1890052,1893188,1896988,1898494,1894858,1890505,1903808,1914160,1910201,1900142,1918655,1920273,1928892,1928904,1947941,1942150,1945654,1943976,1940892,1931692,1927778,1940742,1937213,1964954,1968740,1971286,1990478,1976879,1984319,1985205,NA,NA
"169","16","    Health care","DHLCRC0",703014,707401,713005,712106,716547,718083,719227,725189,726288,730713,731375,735679,736799,731589,740629,745494,746118,752419,751156,754124,759073,764375,767731,775286,774632,776111,778292,781591,785436,789122,793376,796611,799482,801214,805214,810293,816160,820231,824104,826375,829615,831949,834230,836477,839531,840670,841807,843395,845915,849347,851372,853307,855956,859134,863937,867549,871932,877100,881700,885826,889325,893647,898534,904299,910152,915616,921343,926664,932063,937052,943167,949234,959627,966260,972710,978960,984141,991992,998713,1006427,1013217,1019875,1028502,1038348,1044763,1052645,1059811,1067962,1075132,1081597,1088127,1094583,1099911,1105457,1109637,1114840,1117930,1122081,1129080,1133627,1139922,1143699,1150237,1156367,1161491,1167387,1174162,1181845,1188755,1195578,1200802,1209617,1217794,1226607,1234613,1241531,1248532,1252802,1258471,1266775,1278842,1289209,1295336,1297249,1300927,1304457,1311614,1315638,1321635,1324150,1330519,1337110,1343863,1351761,1358032,1363406,1366928,1371896,1373351,1377564,1381940,1389945,1397820,1407338,1426418,1434909,1441550,1444410,1446956,1451060,1454475,1461988,1469996,1478451,1483620,1498480,1506134,1513371,1519571,1523051,1527006,1529426,1534570,1538607,1543813,1546667,1551719,1557487,1566586,1574239,1579687,1587450,1595797,1603071,1608643,1613113,1617640,1623770,1625052,1623997,1622901,1625690,1631791,1640290,1647061,1657693,1665501,1675275,1683370,1692912,1702175,1711638,1717476,1727106,1735567,1743915,1751290,1753532,1752748,1752081,1757905,1766683,1776477,1784648,1792659,1800555,1808054,1804729,1803340,1802286,1803873,1805884,1809274,1812202,NA,NA
"170","17","    Transportation services","DTRSRC0",169355,170290,172247,173534,175563,177415,178303,181514,182470,184663,185264,184734,184518,188027,189951,191166,193357,192047,194507,196160,200323,203180,200475,205756,206337,207845,211105,212518,211957,213779,215527,215219,219037,220203,218499,219670,221212,222502,223190,224565,224323,225964,228164,228482,230577,231311,231965,233670,234614,236012,237435,238726,240442,242670,245071,245675,247590,249322,251225,250643,251992,255989,258624,258147,261417,262669,261593,265134,267299,267735,269529,266892,269251,268009,267220,267725,265929,265364,265040,267748,248762,255034,257047,255563,256392,256741,256615,256693,257401,256228,255250,256919,256228,257718,254300,260290,260904,259539,258730,258491,261062,261639,263975,265039,265927,267340,265282,270545,269318,271813,270784,272487,270960,273006,274274,274917,273627,275935,278426,278948,279961,279448,282935,282427,284189,285749,286617,286863,290063,289143,292202,291934,292092,293228,293886,295898,297486,298123,298198,297510,299023,300428,302012,302036,303972,304925,306189,304988,307030,306330,307139,309187,307124,309895,310371,307121,309195,310296,308480,307390,310471,310438,309270,306758,304816,301490,294667,297661,294174,290381,284901,286526,282641,281398,283175,281520,281381,281869,281973,283838,283250,281957,284699,285795,285785,287870,288181,288905,289449,291081,291964,292636,293961,296497,299228,298993,302270,301950,302854,304134,306209,305291,306486,306385,307709,310516,309949,311565,313986,313588,312853,313496,311827,313703,NA,NA
"171","18","    Recreation services","DRCARC0",171558,173233,176257,176587,180436,181756,181240,183912,184730,186006,188605,188782,187858,189614,191981,191890,193159,195827,200079,197099,197871,199457,200040,202122,201997,205389,204938,206538,207959,207359,208737,210067,209721,212141,211576,213382,216749,215891,217007,217764,217590,218762,220549,222608,222925,224679,225591,226923,227551,229487,231774,234726,234660,236972,239381,241884,246086,246208,248251,248468,246981,250070,253573,253838,253871,254924,259338,257236,257877,258654,260374,258957,264942,262368,262978,262849,264202,262558,264028,265331,259626,262086,265386,266268,267540,267676,268510,272066,271751,269346,271664,273312,275670,277302,277596,281554,280853,280038,282344,283322,287630,288965,290696,294094,295109,297702,298815,301471,303287,307422,309491,311278,311172,313756,314150,316479,317187,318592,318903,317783,319487,323220,326244,324330,326457,326591,328238,329067,329304,334255,336462,335150,342045,340703,343062,346890,347921,348031,351407,353440,354627,358004,365037,366188,365247,366592,371653,371609,376335,374451,379243,377079,377512,380395,379007,385085,383507,386193,384557,383602,385875,387199,385543,382836,378654,377540,375233,372169,375420,373383,369598,369170,369110,369026,368542,370425,369758,368911,372587,372268,373926,374830,374122,374425,373566,375622,377771,381839,381374,385132,385366,384113,382944,385488,389312,391580,394127,397237,397531,396661,398708,398585,399566,402670,405022,405890,402966,405173,408714,414602,417691,414895,418446,418305,NA,NA
"172","19","    Food services and accommodations","DFSARC0",314404,310268,313386,316047,316579,315914,317157,318802,319554,319142,319244,320090,318531,320228,324339,324447,326372,325956,327851,328004,329709,332276,335608,335453,339475,340152,340438,341783,341106,343355,346363,348444,348442,347257,346249,351660,353015,354098,355412,358697,360664,363126,361787,363101,367969,370534,371723,375988,371012,374436,373939,377384,377961,378250,379399,380496,386099,391474,393904,394617,398498,401463,408785,407581,408574,410784,412228,411235,417758,417260,417088,410264,423382,420094,419997,417813,420656,422390,422394,427928,412952,417480,420115,429541,430297,434154,430721,437325,435443,438149,438627,440850,441665,439960,444242,446759,446860,446501,451783,452416,461175,464064,467883,473325,469598,477413,480425,478575,483955,486669,492534,492081,493527,495516,501757,500315,506812,509489,509876,516410,516155,523812,520968,529882,529482,533398,534982,536391,538932,542067,550381,550424,565585,558597,562062,562806,563977,564225,564444,571621,577237,578041,580597,593190,586962,585151,593030,590455,596492,600006,600685,605258,606128,611261,610906,619642,615117,610129,611830,617695,621358,621080,622307,622510,621226,620928,617616,617228,615376,612561,604399,607772,606077,604052,605473,605276,603015,603831,606975,612123,610021,619426,624395,626745,627686,629856,631365,635334,637669,640555,644157,644951,644919,655970,663474,661695,667133,670210,671385,674665,682721,683894,686175,689127,695642,699621,706252,708172,708683,710235,711246,712063,717893,717024,NA,NA
"173","20","    Financial services and insurance","DIFSRC0",351850,354667,356687,359394,361605,363086,366847,366995,371605,371215,373612,378694,380931,383844,385836,386647,391506,392942,393014,394054,399719,400798,405888,408396,413134,417137,419750,419162,425065,427592,433457,439827,441775,446817,443936,447927,448675,454549,458353,461711,462300,466195,469162,476278,478742,483284,486236,490301,495104,493087,496306,506054,507777,507566,513736,518048,521911,524354,538661,548210,561087,577445,584163,573053,563211,566834,565562,567005,569873,571838,566896,572593,570458,563565,565155,566657,565652,564500,560032,561214,528280,566301,570208,571459,566470,569697,569425,570163,573080,577552,586172,578000,576514,582401,584867,579669,579453,580672,585451,588751,598818,606005,607038,607579,615943,616030,619627,624231,632623,634146,637119,643087,643638,646065,653158,655996,659655,664383,671170,679186,675992,681519,685327,693263,693250,698640,701110,706667,707903,708550,712377,716552,718745,719309,721066,724486,729273,728439,724606,729920,738617,745479,752611,758962,761934,769035,773579,777253,783084,789239,792591,802907,798201,804704,816995,813950,818863,815561,816451,819176,820994,819043,811723,801241,810037,799699,779673,771293,755326,747198,737806,733163,733380,735031,734488,734998,736256,746617,750841,756081,768616,779936,790911,800626,810936,801957,799826,800449,800841,801187,803013,796965,798458,800987,800873,801368,800194,800210,807875,823979,813167,809490,810680,817357,819747,829547,833099,832194,831651,828730,824415,824880,827072,825895,NA,NA
"174","21","    Other services","DOTSRC0",379145,386350,388931,386089,387165,398864,389637,392497,390574,394992,395297,396084,402039,408329,404979,409068,407353,411496,423258,424165,426560,418032,420842,427956,433541,436666,437966,442514,446763,450528,455401,457059,460109,463469,470090,473164,476699,481883,487952,487311,493047,500047,505891,508162,512046,513769,515457,515097,522343,526163,531056,534481,535688,537007,541601,545707,546119,551780,555904,562526,566539,571204,578540,576252,588943,590725,597055,600107,601392,606049,607173,608925,612452,615390,617265,631888,634442,634489,639207,641560,645495,645603,644777,645371,651083,654313,653476,656546,659231,663056,666083,664017,670260,669357,668956,675758,688259,690413,694823,697848,696350,702523,707024,710359,709030,709287,711093,717142,726717,726797,726721,728011,735082,740512,742143,748792,750375,751710,752784,755747,762312,766368,770185,770823,772765,774797,777356,779181,782165,784218,791734,793229,795203,805824,811801,816747,820276,826066,827405,829460,834666,839789,842779,846298,850209,858930,860746,867546,869312,873240,866203,869191,871745,870528,873774,877458,885144,888448,885890,892985,889155,891959,889431,892773,895680,896896,905223,897047,898497,897248,894352,891630,886671,888255,890549,893129,892251,897779,901424,904721,905386,906702,911462,916890,918051,921200,924730,929117,929411,934065,935991,940828,942594,950789,951745,951557,952708,953403,952996,955133,957657,961544,966776,976968,977349,978690,980076,981324,985996,988160,984528,986711,987164,989320,NA,NA
"175","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",105175,104917,105399,106027,106524,106969,107099,107540,108064,108722,109397,110202,111909,113447,114755,115204,116047,117196,118105,117678,117240,116951,116115,113932,111855,110510,109941,109882,109924,110437,110898,111868,113065,114516,116174,117896,120145,122138,124153,126360,128591,130414,132426,134515,136140,137724,139231,140108,140101,140039,140926,142361,143289,144273,145366,146693,148241,149846,151085,152655,154533,156500,158971,159789,161274,163617,165561,167495,170460,173073,175874,177262,178934,179517,181027,182894,185163,186691,187866,188834,189897,190442,191044,192137,194036,196205,198657,200831,202673,204928,206911,209062,210247,211175,212717,212613,211622,210803,211672,211234,211566,211936,211983,211522,211295,211065,210617,209816,209643,209238,209334,209012,209648,210187,210187,209755,209302,210203,209640,206358,201603,198821,200006,203426,205332,207185,209667,213376,219073,225416,227909,228675,229147,229187,230488,233152,236349,240044,244204,246779,247782,246893,247441,248257,249661,248744,247805,244813,244478,247073,252447,256819,260954,263982,265439,264769,267560,270804,275280,277911,281889,285632,288111,290520,292987,295184,295839,293309,286375,281603,279083,277242,276110,275720,276597,277658,279178,281746,281844,280934,278987,277955,278340,279886,280626,280248,279006,279297,278735,279844,281117,281834,282298,281946,284013,286451,290013,293948,298182,300680,299829,297313,295305,293342,294115,294507,296273,302899,306492,309559,311443,312709,314877,317179,NA,NA
"176","23","    Gross output of nonprofit institutions \2\","DNPERC0",453863,455457,459276,458319,461532,462145,462068,466248,466804,470082,470851,473985,476035,473605,480527,483781,484696,489834,489666,491480,494432,497955,499999,503660,500828,499675,499970,501724,504105,506681,509449,511986,514404,516835,520504,525242,530966,535375,539009,542227,546025,549191,553181,556717,559921,562228,564660,567069,569193,571643,574427,577071,579249,581760,585422,588591,592710,597457,601175,604621,607051,610820,615989,619982,624426,630043,634375,638175,643212,647809,653938,657924,663491,667200,672012,676282,681133,685756,691099,696005,699550,702840,707386,713386,719680,726113,732255,738958,744027,750134,755074,760553,763440,766331,769001,770643,772752,774695,778468,779072,781554,783667,786499,789492,791726,794611,797401,801215,804778,807812,810390,815213,820763,827006,831878,835536,840143,843660,845992,847795,849751,853163,857199,861146,864563,867580,873802,878949,887552,893942,899871,904057,910011,914573,919219,924588,928912,934348,937742,942000,944968,949103,954982,961449,970491,975560,980757,980522,981052,983090,986345,991664,996679,1003724,1009076,1013428,1019618,1025586,1032613,1036325,1041476,1046204,1051005,1055291,1059911,1061754,1063645,1064761,1064789,1066622,1067677,1069989,1072847,1076612,1080860,1084266,1087397,1091637,1091691,1090249,1088450,1089764,1093926,1100265,1105585,1111405,1115961,1121926,1125139,1131160,1136182,1140434,1143244,1145721,1151213,1157521,1164196,1166698,1167267,1166705,1169463,1174747,1181209,1185646,1192780,1198119,1204428,1205459,1206695,1208336,1210838,1212282,1216337,1221260,NA,NA
"177","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",348688,350540,353878,352293,355008,355176,354969,358708,358740,361361,361454,363783,364126,360158,365772,368578,368648,372638,371562,373802,377193,381004,383884,389728,388973,389165,390029,391842,394182,396244,398551,400118,401339,402318,404330,407346,410821,413238,414855,415867,417435,418777,420755,422202,423781,424504,425429,426962,429091,431604,433501,434710,435960,437487,440056,441899,444469,447612,450091,451965,452518,454321,457018,460192,463152,466426,468814,470680,472751,474736,478063,480662,484557,487684,490985,493388,495970,499065,503232,507171,509653,512399,516342,521250,525644,529908,533598,538128,541354,545206,548163,551490,553193,555155,556283,558031,561130,563892,566795,567838,569989,571731,574516,577970,580431,583547,586784,591399,595135,598574,601056,606201,611115,616819,621691,625781,630841,633457,636352,641437,648148,654342,657193,657720,659232,660395,664135,665572,668479,668526,671962,675383,680864,685385,688731,691437,692563,694304,693538,695221,697187,702210,707541,713192,720830,726817,732952,735709,736574,736017,733897,734845,735724,739742,743637,748660,752058,754782,757333,758415,759587,760572,762894,764772,766924,766570,767805,771452,778414,785020,788594,792747,796736,800892,804263,806608,808219,809891,809846,809315,809463,811810,815586,820379,824959,831158,836955,842629,846403,851315,855065,858601,860946,863775,867201,871070,874183,872750,869084,866025,869634,877434,885904,892304,898665,903611,908155,902560,900203,898777,899395,899573,901459,904081,NA,NA
"178",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","25","  PCE excluding food and energy \4\","DPCCRC0",4189259,4184637,4228463,4223770,4258911,4302165,4293600,4324976,4352636,4348018,4380306,4415526,4397692,4440779,4472321,4501797,4515979,4526499,4554275,4571953,4600777,4619802,4638281,4664303,4692801,4714731,4741574,4741547,4755337,4791487,4837359,4877382,4883615,4908533,4941464,4973570,4990120,5021298,5045436,5090228,5129803,5154154,5177583,5215820,5258395,5302527,5324024,5372955,5372522,5407379,5431506,5478293,5510580,5538020,5556711,5596385,5637427,5657107,5704997,5764183,5792525,5863043,5914618,5895407,5925590,5936247,5961686,5995930,6062672,6070338,6081990,6097362,6138848,6162499,6159156,6182287,6214575,6242194,6259817,6309945,6199087,6412541,6403348,6386667,6424646,6461718,6462498,6522539,6488312,6537805,6589395,6612048,6586659,6602749,6624547,6679667,6684094,6661728,6715741,6748893,6789929,6836621,6881470,6944596,6931933,6952211,6996517,7016877,7059831,7088986,7134444,7144811,7204426,7187863,7256429,7273614,7333386,7360461,7386235,7449875,7464724,7515232,7544019,7623380,7592192,7681943,7742583,7712508,7711899,7744068,7806016,7844909,7930330,7933012,7974000,8017159,8026156,8066826,8097821,8111164,8169003,8208876,8241041,8313034,8338537,8357152,8401153,8402544,8456708,8463172,8482838,8525123,8556544,8589854,8617546,8639889,8656416,8642202,8650575,8688549,8712140,8720248,8699583,8701387,8663609,8603208,8579964,8541608,8568516,8549796,8508882,8518548,8537895,8551253,8586587,8677027,8587390,8629118,8663836,8687791,8687995,8713780,8799017,8820521,8838653,8859450,8879082,8924027,8946388,9003593,9044048,9055739,9090322,9140830,9185881,9206023,9223833,9241482,9280098,9305055,9345603,9377749,9407177,9449328,9502311,9553288,9576999,9580594,9595931,9602341,9625362,9645099,9694436,9680394,NA,NA
"180","26","  Energy goods and services \5\","DNRGRC0",245830,253292,242026,250478,254367,255397,257791,261001,247195,244784,253369,254566,261641,265408,271666,274348,277118,270284,263491,268904,260974,270776,275726,275926,280652,280117,270778,277467,266969,263768,269105,268365,275022,285622,275072,277814,258007,260601,261364,253347,262584,269572,263737,261696,260409,252618,247688,249771,252290,244528,255364,271487,269655,273977,283378,285684,290239,293818,277723,297353,294058,302256,310026,311555,316356,335144,330787,327803,342284,337741,341725,367835,355849,351951,350052,339649,355499,343914,336869,324025,337876,321162,292684,288719,286179,288992,304190,314313,324297,320392,323926,326579,327328,343334,341958,340921,364963,383463,379967,375573,348076,340640,351880,377303,383141,373994,376803,382652,401593,405284,392718,396972,409468,416049,410703,411196,420656,440844,455838,449635,446080,444037,463126,463904,455886,455377,486207,519683,571760,569250,527719,521882,508223,524780,519891,535593,550642,541696,586635,579052,544925,516712,506637,518439,525556,544170,542400,585546,569247,571825,578483,578744,588058,572714,615431,629525,627124,625041,656630,649389,662362,699037,712646,684613,674135,636765,516672,465627,481376,491395,486164,473907,474896,515849,508248,542897,541016,550774,541191,568672,584707,580944,566750,557979,562477,545742,559422,575890,572786,579735,586273,616021,621788,625893,658797,668144,661828,631459,664267,655106,671610,656843,639284,617874,613439,645567,648991,671141,638601,630531,642685,661615,688737,678627,NA,NA
"181","27","  Market-based PCE \6\","DPCMRC0",4353575,4347738,4376239,4383732,4423360,4455577,4458429,4490287,4506807,4495131,4533417,4575147,4554283,4592333,4634362,4667102,4685653,4684943,4694907,4717490,4733329,4775082,4798547,4820828,4847068,4864768,4884967,4884746,4882756,4915467,4965518,4998791,5010654,5040111,5056447,5083393,5077343,5106593,5124863,5159726,5205047,5232679,5242805,5276103,5312633,5342714,5357059,5412709,5414689,5442581,5472518,5530476,5560162,5585959,5608182,5646909,5693889,5711279,5740034,5829067,5816867,5890257,5943719,5937345,5963369,5994730,6011481,6040214,6118760,6122562,6136688,6185025,6207236,6226751,6217834,6221248,6266055,6283513,6290891,6327993,6272910,6427560,6386906,6365877,6394008,6430805,6448068,6507664,6483574,6527276,6580607,6607446,6573765,6608412,6635312,6680807,6702825,6710739,6755042,6777522,6786570,6820020,6871217,6965103,6959040,6965144,7008769,7029404,7093110,7114356,7146555,7154765,7215704,7201113,7262151,7279148,7342808,7395000,7436588,7494764,7502011,7556534,7591865,7669718,7635756,7717281,7806180,7806359,7859888,7878855,7888534,7919375,7986077,8005781,8033602,8091354,8116678,8139299,8212584,8213106,8232639,8244305,8255859,8342426,8375119,8408578,8450300,8489434,8528926,8535317,8560623,8597479,8633864,8652882,8724234,8764294,8774194,8750022,8801259,8827557,8870197,8920867,8928645,8902079,8849398,8754871,8608177,8526461,8587305,8596789,8560071,8565843,8593169,8642115,8666471,8786705,8703220,8739755,8750855,8809401,8816361,8836787,8886787,8888159,8907135,8910059,8937270,9002948,9025418,9087691,9147878,9192719,9239038,9295858,9374040,9415277,9425648,9411159,9478848,9495041,9554001,9582036,9594889,9591616,9641855,9722097,9753050,9773728,9751674,9742038,9782498,9815642,9896948,9874780,NA,NA
